Token;accord
cotes;
d';
une;
"
";
petite;
femme;
maigre;
0;
souffreteuse;
0;
jaune;
comme;
un;
coing;
et;
emmi-;
"
";
touflee;
jusqu';
aux;
oreilles;
dans;
un;
chale;
fane;
.;
"
";
-0;
Qu';
est;
-ce;
donc;
0;
monsieur;
Cassagne;
demanda;
l';
homme;
aux;
"
";
moustaches;
.;
"
";
-0;
C';
est;
le;
nouveau;
maitre;
d';
etudes;
0;
repondit;
le;
concierge;
en;
me;
"
";
designant;
...;
Monsieur;
est;
si;
petit;
que;
je;
l';
avais;
d';
abord;
pris;
pour;
"
";
un;
eleve;
.;
"
";
-0;
Le;
fait;
est;
0;
dit;
l';
homme;
aux;
moustaches;
0;
en;
me;
regardant;
par-;
"
";
dessus;
son;
verre;
0;
que;
nous;
avons;
ici;
des;
eleves;
beaucoup;
plus;
grands;
"
";
et;
meme;
plus;
ages;
que;
monsieur;
...;
Veillon;
l';
afne;
0;
par;
exemple;
.;
"
";
-0;
Et;
Crouzat;
0;
ajouta;
le;
concierge;
.;
"
";
-0;
Et;
Soubeyrol;
...;
fit;
la;
femme;
.;
"
";
La;
-0;
dessus;
0;
ils;
se;
mirent;
a;
parler;
entre;
eux;
a;
voix;
basse;
0;
le;
nez;
dans;
"
";
leur;
vilaine;
eau-de-vie;
et;
me;
devisageant;
du;
coin;
de;
l';
ceil;
...;
Au;
dehors;
"
";
on;
entendait;
la;
tramontane;
qui;
ronflait;
et;
les;
voix;
criardes;
des;
eleves;
"
";
recitant;
les;
litanies;
a;
la;
chapelle;
.;
"
";
Tout;
a;
coup;
une;
cloche;
sonna;
";";
un;
grand;
bruit;
de;
pas;
se;
fit;
dans;
les;
"
";
vestibules;
..;
"
";
-0;
La;
priere;
est;
finie;
0;
me;
dit;
M.;
Cassagne;
en;
se;
levant;
";";
montons;
"
";
chez;
le;
principal;
.;
"
";
Il;
prit;
sa;
lanterne;
0;
et;
je;
le;
suivis;
.;
"
";
Le;
college;
me;
sembla;
immense;
...;
D';
interminables;
corridors;
0;
de;
"
";
grands;
porches;
0;
de;
larges;
escaliers;
avec;
des;
rampes;
de;
fer;
ouvrage;
...;
GAGNE;
TA;
VIE;
"
";
s7;
"
";
tout;
cela;
vieux;
0;
noir;
0;
enfume;
...;
Le;
portier;
m';
apprit;
qu';
avant;
8;
g;
la;
"
";
maison;
etait;
une;
ecole;
de;
marine;
0;
et;
qu';
elle;
avait;
compte;
jusqu';
a;
"
";
huit;
cents;
eleves;
0;
tous;
de;
la;
plus;
grande;
noblesse;
.;
"
";
Comnme;
il;
achevait;
de;
me;
donner;
ces;
precieux;
renseignements;
0;
"
";
nous;
arrivions;
devant;
le;
cabinet;
du;
principal;
...;
M.;
Cassagne;
poussa;
"
";
doucement;
une;
double;
porte;
matelassee;
0;
et;
frappa;
deux;
fois;
contre;
la;
"
";
boiserie;
.;
"
";
Une;
voix;
repondit;
:;
 ;
Entrezl;
Nous;
entrames;
.;
"
";
C';
etait;
un;
cabinet;
de;
travail;
tres;
vaste;
0;
a;
tapisserie;
verte;
.;
Tout;
"
";
au;
fond;
0;
devant;
une;
longue;
table;
0;
le;
principal;
ecrivait;
a;
la;
lueur;
pale;
"
";
d';
une;
lampe;
dont;
l';
abat-jour;
etait;
completement;
baisse;
.;
"
";
-0;
Monsieur;
le;
principal;
0;
dit;
le;
portier;
en;
me;
poussant;
devant;
lui;
0;
"
";
voici;
le;
nouveau;
maitre;
qui;
vient;
pour;
remplace;
M.;
Serrieres;
.;
"
";
-0;
C';
est;
bien;
0;
fit;
le;
principal;
sans;
se;
deranger;
.;
"
";
Le;
portier;
s';
inclina;
et;
sortit;
.;
e;
restai;
debout;
au;
milieu;
de;
la;
piece;
0;
"
";
en;
tortillant;
mon;
chapeau;
entre;
mes;
doigts;
.;
"
";
Quand;
il;
eut;
fini;
d';
ecrire;
0;
le;
principal;
se;
tourna;
vers;
moi;
0;
et;
je;
pus;
"
";
examiner;
a;
mon;
aise;
sa;
petite;
face;
palotte;
et;
seche;
0;
eclairee;
par;
deux;
"
";
yeux;
froids;
0;
sans;
couleur;
.;
Lui;
0;
de;
son;
cote;
0;
releva;
0;
pour;
mieux;
me;
voir;
0;
"
";
l';
abat-jour;
de;
la;
lampe;
et;
accrocha;
un;
lorgnon;
a;
son;
nez;
.;
"
";
-0;
Mais;
c';
est;
un;
enfantl;
s';
ecria;
-t;
-il;
en;
bondissant;
sur;
son;
fauteuil;
.;
"
";
Que;
veut;
-on;
que;
je;
fasse;
d';
un;
enfantl;
"
";
Pour;
le;
coup;
0;
le;
petit;
Chose;
eut;
une;
peur;
terrible;
";";
il;
se;
voyait;
"
";
dejha;
dans;
la;
rue;
0;
sans;
ressources;
...;
Il;
eut;
a;
peine;
la;
forcc;
de;
balbutier;
"
";
deux;
ou;
trois;
mots;
et;
de;
remettre;
au;
principal;
la;
lettre;
d';
introduction;
"
";
qu';
il;
avait;
pour;
lui;
.;
"
";
Le;
principal;
prit;
la;
lettre;
0;
la;
lut;
0;
la;
relut;
0;
la;
plia;
0;
la;
deplia;
0;
la;
relut;
"
";
encore;
0;
puis;
il;
finit;
par;
me;
dire;
que;
0;
grace;
a;
la;
recommandation;
toute;
"
";
particuliere;
du;
recteur;
et;
a;
l';
honorabilite;
de;
ma;
famille;
0;
il;
consentait;
a;
"
";
me;
prendre;
chez;
lui;
0;
bien;
que;
ma;
grande;
jeunesse;
lui;
fit;
peur;
.;
Il;
"
";
entama;
ensuite;
de;
longues;
declamations;
sur;
la;
gravite;
de;
mes;
nou-;
"
";
veaux;
devoirs;
";";
mais;
je;
ne;
l';
ecoutais;
plus;
.;
Pour;
moi;
0;
l';
essentiel;
etait;
"
";
qu';
on;
ne;
me;
renvoyat;
pas;
...;
On;
ne;
me;
renvoyait;
pas;
";";
j';
etais;
heureux;
0;
"
";
follement;
heureux;
.;
;
aurais;
voulu;
que;
M.;
le;
principal;
et;
mille;
mains;
"
";
et;
les;
lui;
embrasser;
toutes;
.;
"
";
Un;
formidable;
bruit;
de;
ferraille;
m';
arreta;
dans;
mes;
effusions;
.;
e;
"
";
me;
retournai;
vivement;
et;
me;
trouvai;
en;
face;
d';
un;
long;
personnage;
0;
a8;
"
";
LE;
PETIT;
CHOSE;
"
";
ha;
favoris;
rouges;
0;
qui;
venait;
d';
entrer;
dans;
le;
cabinet;
sans;
qu';
on;
l';
ett;
"
";
entendu;
:;
c';
etait;
le;
surveillant;
general;
.;
"
";
Sa;
tete;
penchee;
sur;
l';
epaule;
0;
ha;
1'Ecce;
homo;
0;
il;
me;
regardait;
avec;
le;
"
";
plus;
doux;
des;
sourires;
0;
en;
secouant;
un;
trousseau;
de;
clefs;
de;
toutes;
"
";
dimensions;
0;
suspendu;
a;
son;
index;
.;
Le;
sourire;
m';
aurait;
prevenu;
en;
sa;
"
";
faveur;
0;
mais;
les;
clefs;
grincaient;
avec;
un;
bruit;
terrible;
0;
-0;
frincl;
frincl;
"
";
frincl;
-0;
qui;
me;
fit;
peur;
.;
"
";
-0;
Monsieur;
Viot;
0;
dit;
le;
principal;
0;
voici;
le;
remplagcant;
de;
M.;
Ser-;
"
";
rieres;
qui;
nous;
arrive;
.;
"
";
M.;
Viot;
s';
inclina;
et;
me;
sourit;
le;
plus;
doucement;
du;
monde;
.;
Ses;
"
";
clefs;
0;
au;
contraire;
0;
s';
agiterent;
d';
un;
air;
ironique;
et;
mechant;
comme;
"
";
pour;
dire;
:;
 ;
Ce;
petit;
homme-la;
remplacer;
M.;
Serrieresl;
allons;
doncl;
"
";
allons;
doncln;
"
";
Le;
principal;
comprit;
aussi;
bien;
que;
moi;
ce;
que;
les;
clefs;
venaient;
"
";
de;
dire;
0;
et;
il;
ajouta;
avec;
un;
soupir;
:;
 ;
e;
sais;
qu';
en;
perdant;
M.Serrieres;
0;
"
";
nous;
faisons;
une;
perte;
presque;
irreparable;
l;
ici;
les;
clefs;
pous-;
"
";
serent;
un;
veritable;
sanglot;
...;
);
";";
mais;
je;
suis;
sr;
que;
si;
M.;
Viot;
veut;
"
";
bien;
prendre;
le;
nouveau;
maitre;
sous;
sa;
tutelle;
speciale;
0;
et;
lui;
inculquer;
"
";
ses;
precieuses;
idees;
sur;
l';
enseignement;
0;
l';
ordre;
et;
la;
discipline;
de;
la;
"
";
maison;
n';
auront;
pas;
trop;
a;
souffrir;
du;
depart;
de;
M.;
Serrieres.n;
"
";
Toujours;
souriant;
et;
doux;
0;
M.;
Viot;
repondit;
que;
sa;
bienveillance;
"
";
m';
etait;
acquise;
et;
qu';
il;
m';
aiderait;
volontiers;
de;
ses;
conseils;
";";
mais;
"
";
les;
clefs;
n';
etaient;
pas;
bienveillantes;
0;
elles;
.;
Il;
fallait;
les;
entendre;
s';
agiter;
"
";
et;
grincer;
avec;
frenesie;
:;
Si;
tu;
bouges;
0;
petit;
drole;
0;
gare;
h;
toi.n;
"
";
-0;
Monsieur;
Eyssette;
0;
conclut;
le;
principal;
0;
vous;
pouvez;
vous;
"
";
retirer;
.;
Pour;
ce;
soir;
encore;
0;
il;
faudra;
que;
vous;
couchiez;
a;
l';
hotel;
...;
"
";
Soyez;
ici;
demain;
a;
huit;
heures;
..;
Allez;
..;
"
";
Et;
il;
me;
congedia;
d';
un;
geste;
digne;
.;
"
";
M.;
Viot;
0;
plus;
souriant;
et;
plus;
doux;
que;
jamais;
0;
m';
accompagna;
"
";
jusqu';
a;
la;
porte;
";";
mais;
0;
avant;
de;
me;
quitter;
0;
il;
me;
glissa;
dans;
la;
main;
"
";
un;
petit;
cahier;
.;
"
";
-0;
C';
est;
le;
reglement;
de;
la;
maison;
0;
me;
dit;
-il;
.;
Lisez;
et;
meditez;
..;
"
";
Puis;
il;
ouvrit;
la;
porte;
et;
la;
referma;
sur;
moi;
0;
en;
agitant;
ses;
clefs;
"
";
d';
une;
fagon;
..;
frincl;
frincl;
frincl;
"
";
Ces;
messieurs;
avaient;
oublie;
de;
m';
eclairer;
...;
J';
errai;
un;
moment;
"
";
parmi;
les;
grands;
corridors;
tout;
noirs;
0;
tatant;
les;
murs;
pour;
essayer;
"
";
de;
retrouver;
mon;
chemin;
.;
De;
loin;
en;
loin;
0;
un;
peu;
de;
lune;
entrait;
par;
"
";
le;
grillage;
d';
une;
fenetre;
haute;
et;
m';
aidait;
a;
m';
orienter;
.;
Tout;
a;
coup;
0;
GAGNE;
TA;
vIE;
"
";
9;
"
";
dans;
la;
nuit;
des;
galeries;
0;
un;
point;
lumineux;
brilla;
0;
venant;
a;
ma;
ren-;
"
";
contre;
...;
Je;
fis;
encore;
quelques;
pas;
";";
la;
lumiere;
grandit;
0;
s';
approcha;
"
";
de;
moi;
0;
passa;
a;
mes;
cotes;
0;
s';
eloigna;
0;
disparut;
.;
Ce;
fut;
comme;
une;
vision;
";";
"
";
mais;
0;
si;
rapide;
qu';
elle;
et;
ete;
0;
je;
pus;
en;
saisir;
les;
moindres;
details;
.;
"
";
Figurez;
-vous;
deux;
femmes;
0;
non;
0;
deux;
ombres;
...;
L';
une;
vieille;
0;
"
";
ridee;
0;
ratatinee;
0;
pliee;
en;
deux;
0;
avec;
d';
enormes;
lunettes;
qui;
lui;
cachaient;
"
";
la;
moitie;
du;
visage;
";";
l';
autre;
0;
jeune;
0;
svelte;
0;
un;
peu;
grele;
comme;
tous;
"
";
les;
fantOmes;
0;
mais;
ayant;
0;
-0;
ce;
que;
les;
fantomes;
n';
ont;
pas;
en;
general;
0;
-0;
"
";
une;
paire;
d';
yeux;
noirs;
0;
tres;
grands;
0;
et;
si;
noirs;
0;
si;
noirs;
...;
La;
vieille;
"
";
tenait;
a;
la;
main;
une;
petite;
lampe;
de;
cuivre;
";";
les;
yeux;
noirs;
0;
eux;
0;
ne;
"
";
portaient;
rien;
...;
Les;
deux;
ombres;
passerent;
pres;
de;
moi;
0;
rapides;
0;
"
";
silencieuses;
0;
sans;
me;
voir;
0;
et;
depuis;
longtemps;
ellcs;
avaient;
disparu;
"
";
que;
j';
etais;
encore;
debout;
0;
a;
la;
meme;
place;
0;
sous;
une;
double;
impression;
"
";
de;
charme;
et;
de;
terreur;
.;
"
";
Je;
repris;
ma;
route;
a;
tatons;
0;
mais;
le;
ceur;
me;
battait;
bien;
fort;
0;
et;
"
";
j';
avais;
toujours;
devant;
moi;
0;
dans;
l';
ombre;
0;
l';
horrible;
fee;
aux;
lunettes;
"
";
marchant;
a;
cote;
des;
yeux;
noirs;
...;
"
";
Il;
s';
agissait;
cependant;
de;
decouvrir;
un;
gite;
pour;
la;
nuit;
";";
ce;
n';
etait;
"
";
pas;
une;
mince;
affaire;
.;
Ieureusement;
0;
l';
homme;
aux;
moustaches;
0;
que;
"
";
je;
trouvai;
fumant;
sa;
pipe;
devant;
la;
loge;
du;
portier;
0;
se;
mit;
tout;
de;
suite;
"
";
a;
ma;
disposition;
et;
me;
proposa;
de;
me;
conduire;
dans;
un;
bon;
petit;
"
";
hotel;
point;
trop;
cher;
0;
ou;
je;
serais;
servi;
comme;
un;
prince;
.;
Vous;
pensez;
"
";
si;
j';
acceptai;
de;
bon;
ceur;
.;
"
";
Cet;
homme;
a;
moustaches;
avait;
l';
air;
tres;
bon;
enfant;
";";
chemin;
faisant;
0;
"
";
j';
appris;
qu';
il;
s';
appelait;
Roger;
0;
qu';
il;
etait;
professeur;
de;
danse;
0;
d';
equi-;
"
";
tation;
0;
d';
escrime;
et;
de;
gymnase;
au;
college;
de;
Sarlande;
0;
et;
qu';
il;
avait;
"
";
servi;
longtemps;
dans;
les;
chasseurs;
d';
Afrique;
.;
Ceci;
acheva;
de;
me;
le;
"
";
rendre;
sympathique;
.;
Les;
enfants;
sont;
toujours;
portes;
a;
aimer;
les;
"
";
soldats;
.;
Nous;
nous;
separames;
a;
la;
porte;
de;
l';
hotel;
avec;
force;
poignees;
"
";
de;
main;
0;
et;
la;
promesse;
formelle;
de;
devenir;
une;
paire;
d';
amis;
.;
"
";
Et;
maintenant;
0;
lecteur;
0;
un;
aveu;
me;
reste;
a;
te;
faire;
.;
"
";
Quand;
le;
petit;
Chose;
se;
trouva;
seul;
dans;
cette;
chambre;
froide;
0;
"
";
devant;
ce;
lit;
d';
auberge;
inconnu;
et;
banal;
0;
loin;
de;
ceux;
qu';
il;
aimait;
0;
"
";
son;
ceur;
eclata;
0;
et;
ce;
grand;
philosophe;
pleura;
comme;
un;
enfant;
.;
La;
vie;
"
";
1'epouvantait;
a;
present;
";";
il;
se;
sentait;
faible;
et;
desarme;
devant;
elle;
0;
et;
"
";
il;
pleurait;
...;
Tout;
 ;
coup;
0;
au;
milieu;
de;
ses;
larmes;
0;
l';
image;
des;
siens;
"
";
passa;
devant;
ses;
yeux;
";";
il;
vit;
la;
maison;
deserte;
0;
la;
famille;
dispersee;
0;
"
";
la;
mere;
ici;
0;
le;
pere;
la;
-0;
bas;
...;
Plus;
de;
toitl;
plus;
de;
foyer;
l;
et;
alors;
0;
oubliant49;
"
";
LE;
PETIT;
CHOSE;
"
";
sa;
propre;
detresse;
pour;
ne;
songer;
qu';
a;
la;
misere;
commune;
0;
le;
petit;
"
";
Chose;
prit;
une;
grande;
et;
belle;
resolution;
:;
celle;
de;
reconstituer;
la;
"
";
maison;
Eyssette;
et;
de;
reconstruire;
le;
foyer;
a;
lui;
tout;
seul;
.;
Puis;
0;
fier;
"
";
d';
avoir;
trouve;
ce;
noble;
but;
a;
sa;
vie;
0;
il;
essuya;
ces;
larmes;
indignes;
d';
un;
"
";
homme;
0;
d';
un;
reconstructeur;
de;
foyer;
0;
et;
sans;
perdre;
une;
minute;
0;
"
";
entama;
la;
lecture;
du;
reglement;
de;
M.;
Viot;
0;
pour;
se;
mettre;
au;
courant;
"
";
de;
ses;
nouveaux;
devoirs;
.;
"
";
Ce;
reglement;
0;
recopie;
avec;
amour;
de;
la;
propre;
main;
de;
M.;
Viot;
0;
"
";
son;
auteur;
0;
etait;
un;
veritable;
traite;
0;
divise;
methodiquement;
en;
trois;
"
";
parties;
:;
"
";
9;
Devoirs;
du;
maitre;
d';
etude;
envers;
ses;
superieurs;
";";
"
";
9;
Devoirs;
du;
maitre;
d';
etude;
envers;
ses;
collegues;
";";
"
";
gP;
Devoirs;
du;
maitre;
d';
etude;
envers;
les;
eleves;
.;
"
";
Tous;
les;
cas;
y;
etaient;
prevus;
0;
depuis;
le;
carreau;
brise;
jusqu';
aux;
deux;
"
";
mains;
qui;
se;
levent;
en;
meme;
temps;
a;
l';
etude;
";";
tous;
les;
details;
de;
la;
vie;
"
";
des;
maitres;
y;
etaient;
consignes;
0;
depuis;
le;
chiffre;
de;
leurs;
appointe-;
"
";
ments;
jusqu';
a;
la;
demi-bouteille;
de;
vin;
a;
laquelle;
ils;
avaient;
droit;
a;
"
";
chaque;
repas;
.;
"
";
Le;
reglement;
se;
terminait;
par;
une;
belle;
piece;
d';
eloquence;
0;
un;
"
";
discours;
sur;
l';
utilite;
du;
reglement;
lui;
-0;
meme;
";";
mais;
0;
malgre;
son;
"
";
respect;
pour;
l';
euvre;
de;
M.;
Viot;
0;
le;
petit;
Chose;
0;
n';
eut;
pas;
la;
force;
"
";
d';
aller;
jusqu';
au;
bout;
0;
et-;
juste;
au;
plus;
beau;
passage;
du;
discours-;
"
";
il;
s';
endormit;
...;
"
";
Cette;
nuit;
-0;
la;
0;
je;
dormis;
mal;
.;
Mille;
reves;
fantastiques;
troublerent;
"
";
mon;
sommeil;
...;
Tantot;
0;
c';
etait;
les;
terribles;
clefs;
de;
M.;
Viot;
que;
je;
"
";
croyais;
entendre;
0;
frincl;
frincl;
frincl;
ou;
bien;
la;
fee;
aux;
lunettes;
qui;
"
";
venait;
s';
asseoir;
a;
mon;
chevet;
et;
qui;
me;
reveillait;
en;
sursaut;
";";
d';
autres;
"
";
fois;
aussi;
les;
yeux;
noirs;
0;
-0;
ohl;
comme;
ils;
etaient;
noirsl;
-0;
s';
installaient;
"
";
au;
pied;
de;
mon;
lit;
0;
me;
regardant;
avec;
une;
etrange;
obstination;
...;
"
";
Le;
lendemain;
0;
a;
huit;
heures;
0;
j';
arrivai;
au;
college;
.;
MI;
.;
Viot;
0;
debout;
"
";
sur;
la;
porte;
0;
son;
trousseau;
de;
clefs;
 ;
la;
main;
0;
surveillait;
l';
entree;
des;
"
";
externes;
.;
Il;
m';
accueillit;
avec;
son;
plus;
doux;
sourire;
.;
"
";
-0;
Attendez;
sous;
le;
porche;
0;
me;
dit;
-il;
0;
quand;
les;
eleves;
seront;
"
";
rentres;
0;
je;
vous;
presenterai;
a;
vos;
collegues;
.;
"
";
J';
attendis;
sous;
le;
porche;
0;
me;
promenant;
de;
long;
en;
large;
0;
saluant;
"
";
jusqu';
a;
terre;
MM.;
les;
professeurs;
qui;
accouraient;
0;
essouffles;
.;
Un;
seul;
"
";
de;
ces;
messieurs;
me;
rendit;
mon;
salut;
";";
c';
etait;
un;
pretre;
0;
le;
professeur;
.;
"
";
1;
"
";
1;
"
";
7;
"
";
-0;
"
";
l;
"

";
LL--;
"
";
14;
"
";
-aG;
i;
"
";
Z2;
"
";
-0;
"
";
y;
"

";
E;
"

";
.;
"
";
r;
0;
"
";
-5;
"
";
fI;
"
";
";";
"
";
0;
"
";
I;
"
";
-a;
"
 ";
amee-;
"


";
.yI;
"
";
4J;
"
";
1lI;
"

";
(;
-0;
"
";
t;
Y;
"
";
5;
"

";
2;
"

";
t;
1;
"
";
sr;
"
";
Ma-;
"
";
-0;
.;
"
";
rase--;
"
";
=;
=;
=;
e;
"
";
--------;
"
";
---=--;
"
";
I3;
"
";
-0;
"
";
.;
"
";
g;
"
";
N;
"
 ";
-a-;
"
";
-0;
";";
"
";
C.;
"


";
GAGNE;
TA;
VIE;
"
";
4I;
"
";
de;
philosophie;
0;
 ;
un;
original;
me;
dit;
M.;
Viot;
...;
Je;
l';
aimai;
tout;
de;
suite;
"
";
cet;
original;
-0;
la;
.;
"
";
La;
cloche;
sonna;
.;
Les;
classes;
se;
remplirent;
...;
Quatre;
ou;
cinq;
"
";
grands;
garcons;
de;
vingt-cinq;
a;
trente;
ans;
0;
mal;
vetus;
0;
figures;
communes;
0;
"
";
arriverent;
en;
gambadant;
et;
s';
arreterent;
interdits;
a;
l';
aspect;
de;
M;
0;
Viot;
.;
"
";
-0;
Messieurs;
0;
leur;
dit;
le;
surveillant;
general;
en;
me;
designant;
0;
voici;
"
";
M.;
Daniel;
Eyssette;
0;
votre;
nouveau;
collegue;
.;
"
";
Ayant;
dit;
0;
il;
fit;
une;
longue;
reverence;
et;
se;
retira;
0;
toujours;
souriant;
0;
"
";
toujours;
la;
tete;
sur;
l';
epaule;
0;
et;
toujours;
agitant;
les;
horribles;
clefs;
.;
"
";
Mes;
collegues;
et;
moi;
nous;
nous;
regardames;
un;
moment;
en;
silence;
.;
"
";
Le;
plus;
grand;
et;
le;
plus;
gros;
d';
entre;
eux;
prit;
le;
premier;
la;
parole;
";";
"
";
c';
etait;
M.;
Serrieres;
0;
le;
fameux;
Serrieres;
0;
que;
j';
allais;
remplacer;
.;
"
";
-0;
Parbleul;
s';
ecria;
-t;
-il;
d';
un;
ton;
joyeux;
0;
c';
est;
bien;
le;
cas;
de;
dire;
"
";
que;
lcs;
maitres;
se;
suivent;
0;
mais;
ne;
se;
rcssemblent;
pas;
.;
"
";
Ceci;
etait;
une;
allusion;
a;
la;
prodigieuse;
difference;
de;
taille;
qui;
exis-;
"
";
tait;
entre;
nous;
.;
On;
en;
rit;
beaucoup;
0;
beaucoup;
0;
moi;
le;
premier;
";";
mais;
"
";
je;
vous;
assure;
qu';
a;
ce;
moment;
-0;
la;
le;
petit;
Chose;
aurait;
volontiers;
vendu;
"
";
son;
ame;
au;
diable;
pour;
avoir;
seulement;
quelques;
pouces;
de;
plus;
.;
"
";
-0;
Ca;
ne;
fait;
rien;
0;
ajouta;
le;
gros;
Serrieres;
en;
me;
tendant;
la;
main;
";";
"
";
quoiqu';
on;
ne;
soit;
pas;
bati;
pour;
passer;
sous;
la;
meme;
toise;
0;
on;
peut;
"
";
tout;
de;
meme;
vider;
quelques;
flacons;
ensemble;
.;
Venez;
avec;
nous;
0;
"
";
collegue;
..;
je;
paye;
un;
punch;
d';
adieu;
au;
cafe;
Barbette;
";";
je;
veux;
que;
"
";
vous;
en;
soyez;
...;
on;
fera;
connaissance;
en;
trinquant;
.;
"
";
Sans;
me;
laisser;
le;
temps;
de;
repondre;
0;
il;
prit;
mon;
bras;
sous;
le;
sien;
"
";
et;
m';
entraina;
dehors;
.;
"
";
Le;
cafe;
Barbette;
0;
oi;
mes;
nouveaux;
collegues;
me;
menerent;
0;
etait;
"
";
situe;
sur;
la;
place;
d';
armes;
.;
Les;
sous-officiers;
de;
la;
garnison;
le;
fre-;
"
";
quentaient;
0;
et;
ce;
qui;
frappait;
en;
y;
entrant;
0;
c';
etait;
la;
quantite;
de;
shakos;
"
";
et;
de;
ceinturons;
pendus;
aux;
pateres;
...;
"
";
Ce;
jour;
-0;
la;
0;
le;
depart;
de;
Serrieres;
et;
son;
punch;
d';
adieu;
avaient;
"
";
attire;
le;
ban;
et;
l';
arriere;
-0;
ban;
des;
habitues;
...;
Les;
sous-officiers;
auxquels;
"
";
Serrieres;
me;
presenta;
en;
arrivant;
0;
m';
accueillirent;
avec;
beaucoup;
de;
"
";
cordialite;
.;
A;
vrai;
dire;
0;
pourtant;
0;
l';
arrivee;
du;
petit;
Chose;
ne;
fit;
pas;
"
";
grande;
sensation;
0;
et;
je;
fus;
bien;
vite;
oublie;
0;
dans;
le;
coin;
de;
la;
salle;
oi;
"
";
je;
m';
etais;
refugie;
timidement;
...;
Pendant;
que;
les;
verres;
se;
remplis-;
"
";
saient;
0;
le;
gros;
Serrieres;
vint;
s';
asseoir;
a;
cote;
de;
moi;
";";
il;
avait;
quitte;
sa;
"
";
redingote;
et;
tenait;
aux;
dents;
une;
longue;
pipe;
de;
terre;
sur;
laquelle42;
"
";
LE;
PETIT;
CHOSE;
"
";
son;
nom;
etait;
en;
lettres;
de;
porcelaine;
.;
Tous;
les;
maitres;
d';
etude;
avaient;
0;
"
";
au;
cafe;
Barbette;
0;
une;
pipe;
comme;
cela;
.;
"
";
--;
Eh;
bienl;
collegue;
0;
me;
dit;
le;
gros;
Serrieres;
0;
vous;
voyez;
qu';
il;
y;
a;
"
";
encore;
de;
bons;
moments;
dans;
le;
metier;
...;
En;
somme;
0;
vous;
etes;
bien;
"
";
tombe;
en;
venant;
a;
Sarlande;
pour;
votre;
debut;
.;
D';
abord;
l';
absinthe;
du;
"
";
cafe;
Barbette;
est;
excellente;
et;
puis;
0;
la;
-0;
bas;
0;
 ;
la;
bofte;
0;
vous;
ne;
serez;
pas;
"
";
trop;
mal;
.;
"
";
La;
boite;
0;
c';
etait;
le;
college;
.;
"
";
--;
Vous;
allez;
avoir;
l';
etude;
des;
petits;
0;
des;
gamins;
qu';
on;
mene;
a;
la;
"
";
baguette;
.;
Il;
faut;
voir;
comme;
je;
les;
ai;
dressesl;
Le;
principal;
n';
est;
pas;
"
";
mechant;
";";
les;
collegues;
sont;
de;
bons;
gargcons;
:;
il;
n';
y;
a;
que;
la;
vieille;
et;
"
";
le;
pere;
Viot;
..;
"
";
-0;
Quelle;
vieille;
?;
demandai;
-je;
en;
tressaillant;
.;
"
";
--;
Ohl;
vous;
la;
connaitrez;
bient6;
t.;
A;
toute;
heure;
du;
jour;
et;
de;
la;
"
";
nuit;
0;
on;
la;
rencontre;
rodant;
par;
le;
college;
0;
avec;
un;
enorme;
paire;
de;
"
";
lunettes;
...;
C';
est;
une;
tante;
du;
principal;
0;
et;
elle;
remplit;
ici;
les;
fonctions;
"
";
d';
econome;
.;
Ahl;
la;
coquinel;
si;
nous;
ne;
mourons;
pas;
de;
faim;
0;
ce;
n';
est;
"
";
pas;
de;
sa;
faute;
.;
"
";
Au;
signalement;
que;
me;
donnait;
Serrieres;
0;
j';
avais;
reconnu;
la;
fee;
"
";
aux;
lunettes;
et;
malgre;
moi;
je;
me;
sentais;
rougir;
.;
Dix;
fois;
0;
je;
fus;
sur;
"
";
le;
point;
d';
interrompre;
mon;
collegue;
et;
de;
lui;
demander;
:;
aEt;
les;
"
";
yeux;
noirs;
n;
Mais;
je;
n';
osai;
pas;
.;
Parler;
des;
yeux;
noirs;
au;
cafe;
Barbette;
...;
"
";
En;
attendant;
0;
le;
punch;
circulait;
0;
les;
verres;
vides;
s';
emplissaient;
0;
les;
"
";
verres;
remplis;
se;
vidaient;
";";
c';
etait;
des;
toasts;
0;
des;
ohl;
ohl;
des;
ahl;
ahl;
"
";
des;
queues;
de;
billard;
en;
l';
air;
0;
des;
bousculades;
0;
de;
gros;
rires;
0;
des;
"
";
calembours;
0;
des;
confidences;
...;
"
";
Peu;
a;
peu;
0;
le;
petit;
Chose;
se;
sentit;
moins;
timide;
.;
Il;
avait;
quitte;
son;
"
";
encoignure;
et;
se;
promenait;
par;
le;
cafe;
0;
parlant;
haut;
0;
le;
verre;
a;
la;
main;
.;
"
";
A;
cette;
heure;
0;
les;
sous-officiers;
etaient;
ses;
amis;
";";
il;
raconta;
effron-;
"
";
tement;
h;
l';
un;
d';
eux;
qu';
il;
appartenait;
a;
une;
famille;
tres;
riche;
et;
qu';
a;
la;
"
";
suite;
de;
quelques;
folies;
de;
jeune;
homme;
0;
on;
l';
avait;
chasse;
de;
la;
maison;
"
";
paternelle;
";";
il;
s';
etait;
fait;
maitre;
d';
etude;
pour;
vivre;
mais;
il;
ne;
pensait;
"
";
pas;
rester;
au;
college;
longtemps;
...;
Vous;
comprenez;
0;
avec;
une;
famille;
"
";
tellement;
riche;
...;
"
";
Ahl;
si;
ceux;
de;
Lyon;
avaient;
pu;
l';
entendre;
a;
ce;
moment;
-0;
la;
