Token;Label;accord;
"
";;;
0;;;
Avez;;;
-vous;;;
dejeune;;;
0;;;
monsieur;;;
Daniel;PER;;
?;;;
"
";;;
0;;;
Ma;;;
foil;;;
non;;;
0;;;
mon;;;
bon;;;
Peyrol;PER;;
";";;;
...;;;
c';;;
est;;;
precisement;;;
ce;;;
qui;;;
m';;;
a;;;
"
";;;
fait;;;
entrer;;;
ici;;;
.;;;
"
";;;
Justice;ORG;;
divinel;ORG;;
...;;;
M.;;;
Daniel;PER;;
n';;;
a;;;
pas;;;
dejeunel;;;
...;;;
La;;;
vieille;;;
Annou3;MISC;;
"
";;;
5;;;
"
";;;
.n;;;
"

";;;
1;;;
"


";;;
l;;;
"
";;;
W;PER;;
"
";PER;;
I;PER;;
"
";;;
2;;;
"

";;;
re;;;
0;;;
"
";;;
A;LOC;;
4;LOC;;
"


";LOC;;
d;LOC;;
"
";LOC;;
;LOC;;
N;LOC;;
"
";LOC;;
M;LOC;;
"

";LOC;;
.;;;
"
";;;
0;;;
"
 ";;;
`;;;
h;;;
"
";;;
2;;;
"
";;;
C;MISC;;
"

";MISC;;
wrtu;MISC;;
.;;;
"

";;;
a;;;
"




";;;
MW;;;
"
";;;
I.1;PER;;
"
";PER;;
ii;PER;;
"
";PER;;
iii;PER;;
"
";;;
1;;;
"
";;;
i-----;;;
;;;
"
";;;
----f;;;
.;;;
"
";;;
4;;;
"
";;;
;;;
"
";;;
";";;;
"

";;;
y;;;
"
";;;
.;;;
"
";;;
.;;;
H;;;
0;;;
Y-;MISC;;
"
";MISC;;
A;MISC;;
hx--;MISC;;
.;;;
;;;
"
";;;
hM;LOC;;
"
";;;
r;;;
"
";;;
J;;;
"
";;;
L;;;
v=;;;
"
";;;
;;;
"
 ";;;
3;;;
;;;
"
";;;
y;;;
"

";;;
0;;;
.MN;;;
"
";;;
5;;;
"
";;;
f;;;
"
";;;
L---;;;
"

";;;
Ls;MISC;;
"
";MISC;;
e;MISC;;
:;;;
"
";;;
g;;;
"
";;;
-is;;;
"
";;;
N;LOC;;
"
";;;
e;;;
"
";;;
a;;;
--;;;
r;;;
;;;
.;;;
"
";;;
q;;;
"
";;;
----;;;
"
";;;
.;;;
0;;;
0;;;
-'-;;;
"
";;;
.;;;
"
";;;
.;;;
f;;;
"
";;;
1;;;
"
";;;
ati;MISC;;
"

 ";MISC;;
.;;;
"
";;;
:;;;
"  
";;;
.;;;
"
";;;
:;;;
;;;
"
";;;
:;;;
..;;;
"
";;;
=;;;
-e;;;
"

";;;
.;;;
"
";;;
.;;;
0;;;
"
 ";;;
N.;;;
"
";;;
.;;;
;;;
"

";;;
A.;;;
"
";;;
.;;;
"
";;;
.;;;
"
";;;
y;;;
`;;;
"
";;;
x;;;
.-;;;
"
 ";;;
iei;;;
"
";;;
M;PER;;
;PER;;
"
";PER;;
.H;PER;;
"

";PER;;
.==;PER;;
"
";;;
l;;;
--;;;
C;;;
---;;;
e;;;
"
";;;
L;;;
"
";;;
0;;;
.;;;
"
";;;
....;;;
0;;;
---==5;;;
:;;;
"
";;;
C;MISC;;
"
";MISC;;
E;MISC;;
..;;;
"
";;;
--a;;;
"
";;;
e.;;;
C;;;
"
";;;
0;;;
r-;;;
;;;
"
";;;
41i;;;
"

";;;
e;;;
;;;
0;;;
"
";;;
.-C--;PER;;
"
";;;
x;;;
:;;;
:;;;
:;;;
"

";;;
G;;;
"
";;;
;;;
"
";;;
-ra;;;
"


";;;
R;LOC;;
0;LOC;;
L;LOC;;
0;;;
"
";;;
k;;;
"
";;;
);;;
"
";;;
in;;;
;;;
"
";;;
it;;;
;;;
.;;;
"
";;;
.;;;
2;;;
"
";;;
i;;;
..;;;
0;;;
aZ;;;
"
";;;
7-;;;
it;;;
"
";;;
g;;;
=;;;
a;;;
:;;;
"


";;;
yJI;;;
"
 
";;;
77;;;
"
";;;
----I3;;;
"

 ";;;
N;;;
"
";;;
WN2L.;MISC;;
.----;;;
"
";;;
[;;;
-e;;;
"
";;;
(;;;
4;;;
"

";;;
1I;;;
:;;;
"
";;;
1;;;
];;;
"
";;;
I;MISC;;
"
";MISC;;
t;MISC;;
0;;;
"
";;;
r.;PER;;
"
";;;
1IN1;;;
"
";;;
:;;;
..;;;
I;;;
"
";;;
r;;;
"
";;;
1;;;
"
";;;
I.;;;
"

";;;
.;;;
"
";;;
r;;;
"
";;;
;;;
I.-;;;
"
";;;
.;;;
0;;;
"
";;;
.;;;
"
";;;
.;;;
"
 ";;;
:;;;
L.R;LOC;;
"
";;;
.;;;
I;PER;;
"
 ";PER;;
Iz-;PER;;
:;;;
"
";;;
=;;;
F;LOC;;
"
";;;
0;;;
r;;;
"
";;;
rY;;;
"

";;;
.;;;
"
";;;
0;;;
"
";;;
L;;;
"
";;;
1:3;;;
"
";;;
l/;;;
"
";;;
le;;;
"
";;;
I1;MISC;;
"
";;;
1II1;;;
"
";;;
i;;;
"
 ";;;
e;;;
"
";;;
.;;;
I;LOC;;
(;;;
"

";;;
:;;;
:;;;
-r;;;
0;;;
I;LOC;;
"
";;;
1;;;
"
";;;
0;;;
a;;;
];;;
"
 ";;;
R;MISC;;
"
";MISC;;
r;MISC;;
";";;;
"

";;;
t;;;
"

";;;
.;;;
(;;;
"
";;;
.;;;
"
";;;
0;;;
;;;
"
";;;
Eh;ORG;;
"
";ORG;;
JA;ORG;;
"
";;;
..;;;
/;;;
"
";;;
Il;MISC;;
"

";MISC;;
A--;MISC;;
"
";;;
h;;;
"
";;;
L;;;
"
";;;
--;;;
:;;;
"
";;;
-=--;;;
f--;;;
"
";;;
g;;;
0;;;
r;;;
"
";;;
It;MISC;;
"
";MISC;;
1;MISC;;
"

";MISC;;
s;MISC;;
"
";MISC;;
W;MISC;;
"
";MISC;;
g.;MISC;;
"

";MISC;;
r.;MISC;;
;MISC;;
F;MISC;;
"
";;;
2;;;
"
";;;
`;;;
Lr;PER;;
0;;;
h;;;
"
";;;
..;;;
"

";;;
-s'`;;;
..;;;
5;;;
"

";;;
0;;;
"
";;;
-LYI;;;
LE;;;
CAHIER;;;
ROUGE;;;
"

";;;
court;;;
a;;;
sa;;;
cuisine;;;
";";;;
Jean;PER;;
Peyrol;PER;;
se;;;
precipite;;;
a;;;
la;;;
cave;;;
0;;;
0;;;
une;;;
fiere;;;
"
";;;
cave;;;
0;;;
au;;;
dire;;;
des;;;
compagnons;;;
.;;;
"
";;;
En;;;
un;;;
tour;;;
de;;;
main;;;
0;;;
le;;;
couvert;;;
est;;;
mis;;;
0;;;
la;;;
table;;;
est;;;
paree;;;
0;;;
le;;;
petit;;;
"
";;;
Chose;;;
n';;;
a;;;
qu';;;
a;;;
s';;;
asseoir;;;
et;;;
ha;;;
fonctionner;;;
...;;;
A;;;
sa;;;
gauche;;;
0;;;
Annou;LOC;;
lui;;;
"
";;;
taille;;;
des;;;
mouillettes;;;
pour;;;
ses;;;
eufs;;;
0;;;
des;;;
eufs;;;
du;;;
matin;;;
0;;;
blancs;;;
0;;;
cre-;;;
"
";;;
meux;;;
0;;;
duvetes;;;
...;;;
A;;;
sa;;;
droite;;;
0;;;
ean;PER;;
Peyrol;PER;;
lui;;;
verse;;;
un;;;
vieux;;;
Chateau-;LOC;;
"
";;;
Neuf-des-Papes;LOC;;
0;;;
qui;;;
semble;;;
une;;;
poignee;;;
de;;;
rubis;;;
jetee;PER;;
au;;;
fond;;;
de;;;
"
";;;
son;;;
verre;;;
...;;;
Le;;;
petit;;;
Chose;;;
est;;;
tres;;;
heureux;;;
0;;;
il;;;
boit;;;
comme;;;
un;;;
Templier;PER;;
0;;;
"
";;;
mange;;;
comme;;;
un;;;
Hospitalier;MISC;;
0;;;
et;;;
trouve;;;
encore;;;
moyen;;;
de;;;
raconter;;;
0;;;
"
";;;
entre;;;
deux;;;
coups;;;
de;;;
dent;;;
0;;;
qu';;;
il;;;
vient;;;
d';;;
entrer;;;
dans;;;
1'Universite;;;
0;;;
ce;;;
"
";;;
qui;;;
le;;;
met;;;
a;;;
meme;;;
de;;;
gagner;;;
honorablement;;;
sa;;;
vie;;;
.;;;
Il;;;
faut;;;
voir;;;
de;;;
"
";;;
quel;;;
air;;;
il;;;
dit;;;
cela;;;
:;;;
gagner;;;
honorablement;;;
sa;;;
viel;;;
0;;;
La;;;
vieille;;;
Annou;LOC;;
"
";;;
s';;;
en;;;
pame;;;
d';;;
admiration;;;
.;;;
"
";;;
L';;;
enthousiasme;;;
de;;;
ean;PER;;
Peyrol;PER;;
est;;;
moins;;;
vif;;;
.;;;
Il;;;
trouve;;;
tout;;;
simple;;;
"
";;;
que;;;
M.;PER;;
Daniel;PER;;
gagne;;;
sa;;;
vie;;;
0;;;
puisqu';;;
il;;;
est;;;
en;;;
etat;;;
de;;;
la;;;
gagner;;;
.;;;
A;;;
l';;;
age;;;
"
";;;
de;;;
M.;PER;;
Daniel;PER;;
0;;;
lui;;;
0;;;
Jean;PER;;
Peyrol;PER;;
0;;;
courait;;;
le;;;
monde;;;
depuis;;;
deja;;;
quatre;;;
"
";;;
ou;;;
cinq;;;
ans;;;
0;;;
et;;;
ne;;;
cotait;;;
plus;;;
un;;;
liard;;;
a;;;
la;;;
maison;;;
0;;;
au;;;
contraire;;;
...;;;
"
";;;
Bien;;;
entendu;;;
0;;;
le;;;
digne;;;
cabaretier;;;
garde;;;
ses;;;
reflexions;;;
pour;;;
lui;;;
"
";;;
seul;;;
.;;;
oser;;;
comparer;;;
Jean;PER;;
Peyrol;PER;;
a;;;
Daniel;PER;;
Eyssettel;PER;;
...;;;
Annou;LOC;;
ne;;;
"
";;;
le;;;
souffrirait;;;
pas;;;
.;;;
"
";;;
En;MISC;;
attendant;MISC;;
0;;;
le;;;
petit;;;
Chose;PER;;
va;;;
son;;;
train;;;
.;;;
Il;;;
parle;;;
0;;;
il;;;
boit;;;
0;;;
il;;;
mange;;;
0;;;
"
";;;
il;;;
s';;;
anime;;;
";";;;
ses;;;
yeux;;;
brillent;;;
0;;;
sa;;;
joue;;;
s';;;
allume;;;
.;;;
Holhl;PER;;
mattre;;;
Peyrol;PER;;
0;;;
"
";;;
qu';;;
on;;;
aille;;;
chercher;;;
des;;;
verresl;;;
le;;;
petit;;;
Chose;PER;;
va;;;
trinquer;;;
...;;;
Jean;PER;;
Peyrol;PER;;
"
";;;
apporte;;;
les;;;
verres;;;
et;;;
on;;;
trinque;;;
...;;;
d';;;
abord;;;
h;;;
Mme;PER;;
Eyssette;PER;;
0;;;
ensuite;;;
a;;;
"
";;;
M.;PER;;
Eyssette;PER;;
0;;;
puis;;;
a;;;
Jacques;PER;;
0;;;
a;;;
Daniel;PER;;
0;;;
a;;;
la;;;
vieille;;;
Annou;LOC;;
0;;;
au;;;
mari;;;
"
";;;
d';;;
Annou;LOC;;
0;;;
h;;;
1'Universite;;;
...;;;
a;;;
quoi;;;
encore;;;
?;;;
;;;
...;;;
"
";;;
Deux;;;
heures;;;
se;;;
passent;;;
ainsi;;;
en;;;
libations;;;
et;;;
en;;;
bavardages;;;
.;;;
On;;;
"
";;;
cause;;;
du;;;
passe;;;
couleur;;;
de;;;
deuil;;;
0;;;
de;;;
l';;;
avenir;;;
couleur;;;
de;;;
rose;;;
.;;;
On;;;
se;;;
"
";;;
rappelle;;;
la;;;
fabrique;;;
0;;;
Lyon;LOC;;
0;;;
la;;;
rue;LOC;;
Lanterne;LOC;;
0;;;
ce;;;
pauvre;;;
abbe;PER;;
qu';;;
on;;;
"
";;;
aimait;;;
tant;;;
...;;;
"
";;;
Tout;;;
ha;;;
coup;;;
le;;;
petit;;;
Chose;PER;;
se;;;
leve;;;
pour;;;
partir;;;
..;;;
"
";;;
0;;;
Dejh;;;
0;;;
dit;;;
tristement;;;
la;;;
vieille;;;
Annou;LOC;;
.;;;
"
";;;
Le;;;
petit;;;
Chose;PER;;
s';;;
excuse;;;
";";;;
il;;;
a;;;
quelqu';;;
un;;;
de;;;
la;;;
ville;;;
a;;;
voir;;;
avant;;;
"
";;;
de;;;
s';;;
en;;;
aller;;;
0;;;
une;;;
visite;;;
tres;;;
importante;;;
...;;;
Quel;;;
dommagel;PER;;
on;;;
etait;;;
si;;;
"
";;;
bien;;;
l;;;
...;;;
On;;;
avait;;;
tant;;;
de;;;
choses;;;
a;;;
se;;;
raconter;;;
encorel;;;
...;;;
Enfin;;;
0;;;
puisqu';;;
il;;;
"
";;;
le;;;
faut;;;
0;;;
puisque;;;
M.;PER;;
Daniel;PER;;
a;;;
quelqu';;;
un;;;
de;;;
la;;;
ville;;;
a;;;
voir;;;
0;;;
ses;;;
amis;;;
du;;;
"
";;;
Tour;MISC;;
de;MISC;;
France;MISC;;
ne;;;
veulent;;;
pas;;;
le;;;
retenir;;;
plus;;;
longtemps;;;
...;;;
a;;;
Bon;;;
voyage;;;
0;;;
"
";;;
monsieur;;;
Daniell;PER;;
Dieu;PER;;
vous;;;
conduise;;;
0;;;
notre;;;
cher;;;
maitre;;;
l;;;
n;;;
Et;;;
jusqu';;;
au34;MISC;;
"
";MISC;;
LE;PER;;
PETIT;PER;;
CHOSE;;;
"
";;;
milieu;;;
de;;;
la;;;
rue;;;
0;;;
ean;LOC;;
Peyrol;LOC;;
et;;;
sa;;;
femme;;;
l';;;
accompagnent;;;
de;;;
leurs;;;
"
";;;
benedictions;;;
.;;;
"
";;;
Or;;;
0;;;
savez;;;
-vous;;;
quel;;;
est;;;
ce;;;
quelqu';;;
un;;;
de;;;
la;;;
ville;;;
que;;;
le;;;
Petit;LOC;;
Chose;LOC;;
"
";;;
veut;;;
voir;;;
avant;;;
de;;;
partir;;;
?;;;
"
";;;
C';;;
est;;;
la;;;
fabrique;;;
0;;;
cette;;;
fabrique;;;
qu';;;
il;;;
aimait;;;
tant;;;
et;;;
qu';;;
il;;;
a;;;
tant;;;
"
";;;
pleureel;;;
...;;;
c';;;
est;;;
le;;;
jardin;;;
0;;;
les;;;
ateliers;;;
0;;;
les;;;
grands;;;
platanes;;;
0;;;
tous;;;
les;;;
amis;;;
"
";;;
de;;;
son;;;
enfance;;;
0;;;
toutes;;;
ses;;;
joies;;;
du;;;
premier;;;
jour;;;
...;;;
Que;;;
voulez;;;
-vous;;;
"
";;;
Le;MISC;;
ceur;MISC;;
de;MISC;;
l';MISC;;
homme;MISC;;
a;;;
de;;;
ces;;;
faiblesses;;;
";";;;
il;;;
aime;;;
ce;;;
qu';;;
il;;;
peut;;;
0;;;
meme;;;
"
";;;
du;;;
bois;;;
0;;;
meme;;;
des;;;
pierres;;;
0;;;
meme;;;
une;;;
fabrique;;;
...;;;
D';;;
ailleurs;;;
0;;;
l';;;
histoire;;;
"
";;;
est;;;
la;;;
pour;;;
vous;;;
dire;;;
que;;;
le;;;
vieux;;;
Robinson;PER;;
0;;;
de;;;
retour;;;
en;;;
Angleterre;LOC;;
0;;;
"
";;;
reprit;;;
la;;;
mer;;;
0;;;
et;;;
fit;;;
je;;;
ne;;;
sais;;;
combien;;;
de;;;
mille;;;
lieues;;;
pour;;;
revoir;;;
"
";;;
son;;;
ile;LOC;;
deserte;LOC;;
.;;;
"
";;;
Il;;;
n';;;
est;;;
donc;;;
pas;;;
etonnant;;;
que;;;
0;;;
pour;;;
revoir;;;
la;;;
sienne;;;
0;;;
le;;;
petit;;;
Chose;PER;;
"
";;;
fasse;;;
quelques;;;
pas;;;
.;;;
"
";;;
Deja;ORG;;
les;;;
grands;;;
platanes;;;
0;;;
dont;;;
la;;;
tete;;;
empanachee;;;
regarde;;;
par-;;;
"
";;;
dessus;;;
les;;;
maisons;;;
0;;;
ont;;;
reconnu;;;
leur;;;
ancien;;;
ami;;;
qui;;;
vient;;;
vers;;;
eux;;;
"
";;;
ha;;;
toutes;;;
jambes;;;
.;;;
De;;;
loin;;;
ils;;;
lui;;;
font;;;
signe;;;
et;;;
se;;;
penchant;;;
les;;;
uns;;;
vers;;;
"
";;;
les;;;
autres;;;
0;;;
comme;;;
pour;;;
se;;;
dire;;;
:;;;
voilh;;;
Daniel;PER;;
Eyssettel;PER;;
Daniel;PER;;
Eyssette;PER;;
"
";;;
est;;;
de;;;
retourl;;;
"
";;;
Et;;;
lui;;;
se;;;
depeche;;;
0;;;
se;;;
depeche;;;
";";;;
mais;;;
0;;;
arrive;;;
devant;;;
la;;;
fabrique;;;
0;;;
il;;;
"
";;;
s';;;
arrete;;;
stupefait;;;
.;;;
"
";;;
De;;;
grandes;;;
murailles;;;
grises;;;
sans;;;
un;;;
bout;;;
de;;;
laurier;;;
0;;;
rose;;;
ou;;;
de;;;
"
";;;
grenadier;;;
qui;;;
depasse;;;
...;;;
Plus;;;
de;;;
fenetres;;;
0;;;
des;;;
lucarnes;;;
";";;;
plus;;;
d';;;
ateliers;;;
0;;;
"
";;;
une;;;
chapelle;;;
.;;;
Au;;;
0;;;
dessus;;;
de;;;
la;;;
porte;;;
0;;;
une;;;
grosse;;;
croix;;;
de;;;
gres;;;
rouge;;;
"
";;;
avec;;;
un;;;
peu;;;
de;;;
latin;;;
autour.l;;;
...;;;
"
";;;
O;LOC;;
douleurl;;;
la;;;
fabrique;;;
n';;;
est;;;
plus;;;
la;;;
fabrique;;;
";";;;
c';;;
est;;;
un;;;
couvent;;;
de;;;
"
";;;
Carmelites;LOC;;
0;;;
ou;;;
les;;;
hommes;;;
n';;;
entrent;;;
jamais;;;
.;;;
GAGNE;ORG;;
TA;MISC;;
VIE;MISC;;
"
";MISC;;
Sarlande;MISC;;
est;;;
une;;;
petite;;;
ville;;;
des;;;
Cevennes;LOC;;
0;;;
batie;LOC;;
au;;;
fond;;;
d';;;
une;;;
"
";;;
etroite;;;
vallee;;;
que;;;
la;;;
montagne;;;
enserre;;;
de;;;
partout;;;
comme;;;
un;;;
grand;;;
"
";;;
mur;;;
.;;;
Quand;;;
le;;;
soleil;;;
y;;;
donne;;;
c';;;
est;;;
une;;;
fournaise;;;
:;;;
quand;;;
la;;;
tramontane;;;
"
";;;
souffle;;;
0;;;
une;;;
glaciere;;;
..;;;
"
";;;
Le;;;
soir;;;
de;;;
mon;;;
arrivee;;;
0;;;
la;;;
tramontane;;;
faisait;;;
rage;;;
depuis;;;
le;;;
matin;;;
";";;;
"
";;;
et;;;
quoiqu';;;
on;;;
ft;;;
au;;;
printemps;;;
0;;;
le;;;
petit;;;
Chose;PER;;
0;;;
perche;PER;;
sur;;;
le;;;
haut;;;
de;;;
"
";;;
la;;;
diligence;;;
0;;;
sentit;;;
0;;;
en;;;
entrant;;;
dans;;;
la;;;
ville;;;
0;;;
le;;;
froid;;;
le;;;
saisir;;;
jusqu';;;
au;;;
"
";;;
cur;;;
.;;;
"
";;;
Les;;;
rues;;;
etaient;;;
noires;;;
et;;;
desertes;;;
...;;;
Sur;;;
la;;;
place;;;
d';;;
armes;;;
0;;;
quelque;;;
"
";;;
personnes;;;
attendaient;;;
la;;;
voiture;;;
0;;;
en;;;
se;;;
promenant;;;
de;;;
long;;;
en;;;
large;;;
"
";;;
devant;;;
le;;;
bureau;;;
mal;;;
eclaire;;;
.;;;
"
";;;
A;;;
peine;;;
descendu;;;
de;;;
mon;;;
imperiale;;;
0;;;
je;;;
me;;;
fis;;;
conduire;;;
au;;;
college;;;
0;;;
"
";;;
sans;;;
perdre;;;
une;;;
minute;;;
.;;;
;;;
avais;;;
hate;;;
d';;;
entrer;;;
en;;;
fonctions;;;
.;;;
"
";;;
Le;;;
college;;;
n';;;
etait;;;
pas;;;
loin;;;
de;;;
la;;;
place;;;
";";;;
apres;;;
m';;;
avoir;;;
fait;;;
traverser;;;
"
";;;
deux;;;
ou;;;
trois;;;
larges;;;
rues;;;
silencieuses;;;
0;;;
l';;;
homme;;;
qui;;;
portait;;;
ma;;;
malle;;;
"
";;;
s';;;
arreta;;;
devant;;;
une;;;
grande;;;
maison;;;
0;;;
ou;;;
tout;;;
semblait;;;
mort;;;
depuis;;;
des;;;
"
";;;
annees;;;
.;;;
"
";;;
0;;;
C';;;
est;;;
ici;;;
0;;;
dit;;;
-il;;;
0;;;
en;;;
soulevant;;;
l';;;
enorme;;;
marteau;;;
de;;;
la;;;
porte;;;
...;;;
"
";;;
Le;;;
marteau;;;
retomba;;;
lourdement;;;
0;;;
lourdement;;;
...;;;
La;;;
porte;;;
s';;;
ouvrit;;;
"
";;;
d';;;
elle;;;
0;;;
meme;;;
...;;;
Nous;;;
entrames.6;;;
"
";;;
LE;;;
PETIT;;;
CHOSE;;;
"
";;;
;;;
attendis;;;
un;;;
moment;;;
sous;;;
le;;;
porche;;;
0;;;
dans;;;
l';;;
ombre;;;
.;;;
L';;;
homme;;;
posa;;;
"
";;;
ma;;;
malle;;;
par;;;
terre;;;
0;;;
je;;;
le;;;
payai;;;
0;;;
et;;;
il;;;
s';;;
en;;;
alla;;;
bien;;;
vite;;;
...;;;
Derriere;PER;;
lui;;;
0;;;
"
";;;
l';;;
enorme;;;
porte;;;
se;;;
referma;;;
lourdement;;;
0;;;
lourdement;;;
...;;;
Bientot;LOC;;
apres;;;
0;;;
"
";;;
un;;;
portier;;;
somnolent;;;
0;;;
tenant;;;
a;;;
la;;;
main;;;
une;;;
grosse;;;
lanterne;;;
0;;;
s';;;
approcha;;;
"
";;;
de;;;
moi;;;
.;;;
"
";;;
0;;;
Vous;;;
etes;;;
sans;;;
doute;;;
un;;;
nouveau;;;
?;;;
me;;;
dit;;;
-il;;;
d';;;
un;;;
air;;;
endormi;;;
.;;;
"
";;;
Il;;;
me;;;
prenait;;;
pour;;;
un;;;
eleve;;;
...;;;
"
";;;
0;;;
Je;;;
ne;;;
suis;;;
pas;;;
un;;;
eleve;;;
du;;;
tout;;;
0;;;
je;;;
viens;;;
ici;;;
comme;;;
maitre;;;
"
";;;
d';;;
etudes;;;
";";;;
conduisez;;;
-moi;;;
chez;;;
le;;;
principal;;;
...;;;
"
";;;
Le;;;
portier;;;
parut;;;
surpris;;;
";";;;
il;;;
souleva;;;
un;;;
peu;;;
sa;;;
casquette;;;
et;;;
m';;;
engagea;;;
"
";;;
ha;;;
entrer;;;
une;;;
minute;;;
dans;;;
sa;;;
loge;;;
.;;;
Pour;;;
le;;;
quart;;;
d';;;
heure;;;
0;;;
M.;PER;;
le;;;
principal;;;
"
";;;
etait;;;
a;;;
l';;;
eglise;;;
avec;;;
les;;;
enfants;;;
.;;;
On;;;
me;;;
menerait;;;
chez;;;
lui;;;
des;;;
que;;;
la;;;
"
";;;
priere;;;
du;;;
soir;;;
serait;;;
terminee;;;
.;;;
"
";;;
Dans;;;
la;;;
loge;;;
0;;;
on;;;
achevait;;;
de;;;
souper;;;
.;;;
Un;;;
grand;;;
beau;;;
gaillard;;;
a;;;
"
";;;
moustaches;;;
blondes;;;
degustait;;;
un;;;
verre;;;
d';;;
eau-de-vie;;;
aux;;;
cotes;;;
d';;;
une;;;
"
";;;
petite;;;
femme;;;
maigre;;;
0;;;
souffreteuse;;;
0;;;
jaune;;;
comme;;;
un;;;
coing;;;
et;;;
emmi-;;;
"
";;;
touflee;;;
jusqu';;;
aux;;;
oreilles;;;
dans;;;
un;;;
chale;;;
fane;;;
.;;;
"
";;;
0;;;
Qu';;;
est;;;
-ce;;;
donc;;;
0;;;
monsieur;;;
Cassagne;PER;;
demanda;;;
l';;;
homme;;;
aux;;;
"
";;;
moustaches;;;
.;;;
"
";;;
0;;;
C';;;
est;;;
le;;;
nouveau;;;
maitre;;;
d';;;
etudes;;;
0;;;
repondit;;;
le;;;
concierge;;;
en;;;
me;;;
"
";;;
designant;;;
...;;;
Monsieur;PER;;
est;;;
si;;;
petit;;;
que;;;
je;;;
l';;;
avais;;;
d';;;
abord;;;
pris;;;
pour;;;
"
";;;
un;;;
eleve;;;
.;;;
"
";;;
0;;;
Le;;;
fait;;;
est;;;
0;;;
dit;;;
l';;;
homme;;;
aux;;;
moustaches;;;
0;;;
en;;;
me;;;
regardant;;;
par-;;;
"
";;;
dessus;;;
son;;;
verre;;;
0;;;
que;;;
nous;;;
avons;;;
ici;;;
des;;;
eleves;;;
beaucoup;;;
plus;;;
grands;;;
"
";;;
et;;;
meme;;;
plus;;;
ages;;;
que;;;
monsieur;;;
...;;;
Veillon;PER;;
l';;;
afne;;;
0;;;
par;;;
exemple;;;
.;;;
"
";;;
0;;;
Et;;;
Crouzat;PER;;
0;;;
ajouta;;;
le;;;
concierge;;;
.;;;
"
";;;
0;;;
Et;;;
Soubeyrol;PER;;
...;;;
fit;;;
la;;;
femme;;;
.;;;
"
";;;
La;;;
0;;;
dessus;;;
0;;;
ils;;;
se;;;
mirent;;;
a;;;
parler;;;
entre;;;
eux;;;
a;;;
voix;;;
basse;;;
0;;;
le;;;
nez;;;
dans;;;
"
";;;
leur;;;
vilaine;;;
eau-de-vie;;;
et;;;
me;;;
devisageant;;;
du;;;
coin;;;
de;;;
l';;;
ceil;;;
...;;;
Au;;;
dehors;;;
"
";;;
on;;;
entendait;;;
la;;;
tramontane;;;
qui;;;
ronflait;;;
et;;;
les;;;
voix;;;
criardes;;;
des;;;
eleves;;;
"
";;;
recitant;;;
les;;;
litanies;;;
a;;;
la;;;
chapelle;;;
.;;;
"
";;;
Tout;;;
a;;;
coup;;;
une;;;
cloche;;;
sonna;;;
";";;;
un;;;
grand;;;
bruit;;;
de;;;
pas;;;
se;;;
fit;;;
dans;;;
les;;;
"
";;;
vestibules;;;
..;;;
"
";;;
0;;;
La;;;
priere;;;
est;;;
finie;;;
0;;;
me;;;
dit;;;
M.;PER;;
Cassagne;PER;;
en;;;
se;;;
levant;;;
";";;;
montons;;;
"
";;;
chez;;;
le;;;
principal;;;
.;;;
"
";;;
Il;;;
prit;;;
sa;;;
lanterne;;;
0;;;
et;;;
je;;;
le;;;
suivis;;;
.;;;
"
";;;
Le;;;
college;;;
me;;;
sembla;;;
immense;;;
...;;;
D';;;
interminables;;;
corridors;;;
0;;;
de;;;
"
";;;
grands;;;
porches;;;
0;;;
de;;;
larges;;;
escaliers;;;
avec;;;
des;;;
rampes;;;
de;;;
fer;;;
ouvrage;;;
...;;;
GAGNE;MISC;;
TA;MISC;;
VIE;MISC;;
"
";;;
s7;;;
"
";;;
tout;;;
cela;;;
vieux;;;
0;;;
noir;;;
0;;;
enfume;;;
...;;;
Le;;;
portier;;;
m';;;
apprit;;;
qu';;;
avant;;;
8;;;
g;;;
la;;;
"
";;;
maison;;;
etait;;;
une;;;
ecole;;;
de;;;
marine;;;
0;;;
et;;;
qu';;;
elle;;;
avait;;;
compte;;;
jusqu';;;
a;;;
"
";;;
huit;;;
cents;;;
eleves;;;
0;;;
tous;;;
de;;;
la;;;
plus;;;
grande;;;
noblesse;;;
.;;;
"
";;;
Comnme;MISC;;
il;;;
achevait;;;
de;;;
me;;;
donner;;;
ces;;;
precieux;;;
renseignements;;;
0;;;
"
";;;
nous;;;
arrivions;;;
devant;;;
le;;;
cabinet;;;
du;;;
principal;;;
...;;;
M.;PER;;
Cassagne;PER;;
poussa;;;
"
";;;
doucement;;;
une;;;
double;;;
porte;;;
matelassee;;;
0;;;
et;;;
frappa;;;
deux;;;
fois;;;
contre;;;
la;;;
"
";;;
boiserie;;;
.;;;
"
";;;
Une;;;
voix;;;
repondit;;;
:;;;
 ;;;
Entrezl;LOC;;
Nous;;;
entrames;;;
.;;;
"
";;;
C';;;
etait;;;
un;;;
cabinet;;;
de;;;
travail;;;
tres;;;
vaste;;;
0;;;
a;;;
tapisserie;;;
verte;;;
.;;;
Tout;;;
"
";;;
au;;;
fond;;;
0;;;
devant;;;
une;;;
longue;;;
table;;;
0;;;
le;;;
principal;;;
ecrivait;;;
a;;;
la;;;
lueur;;;
pale;;;
"
";;;
d';;;
une;;;
lampe;;;
dont;;;
l';;;
abat-jour;;;
etait;;;
completement;;;
baisse;;;
.;;;
"
";;;
0;;;
Monsieur;;;
le;;;
