Token;Label_LM;Label_CF;Label_MB
le;MISC;MISC;MISC
petit;MISC;MISC;MISC
Chosel;MISC;MISC;MISC
"
";;;
e;;;
ne;;;
travaillais;;;
plus;;;
.;;;
A;;;
l';;;
etude;;;
,;;;
la;;;
chaleur;;;
malsaine;;;
du;;;
poele;;;
me;;;
"
";;;
faisait;;;
dormir;;;
.;;;
Pendant;;;
les;;;
classes;;;
,;;;
trouvant;;;
ma;;;
mansarde;;;
trop;;;
froidc;;;
,;;;
"
";;;
je;;;
courais;;;
m';;;
enfermer;;;
au;;;
cafe;PER;PER;PER
Barbette;PER;PER;PER
et;;;
n';;;
en;;;
sortais;;;
qu';;;
au;;;
dernier;;;
"
";;;
moment;;;
.;;;
C';;;
etait;;;
la;;;
maintenant;;;
que;;;
Roger;PER;PER;PER
me;;;
donnait;;;
ses;;;
lecons;;;
";";;;
la;;;
"
";;;
rigueur;;;
du;;;
temps;;;
nous;;;
avait;;;
chasses;;;
de;;;
la;;;
salle;;;
d';;;
armes;;;
et;;;
nous;;;
nous;;;
"
";;;
escrimions;;;
au;;;
milieu;;;
du;;;
cafe;;;
avec;;;
les;;;
queues;;;
de;;;
billard;;;
,;;;
en;;;
buvant;;;
du;;;
"
";;;
punch;;;
.;;;
Les;;;
sous-officiers;;;
jugeaient;;;
les;;;
coups;;;
";";;;
tous;;;
ces;;;
nobles;;;
ceurs;;;
"
";;;
m';;;
avaient;;;
decidement;;;
admis;;;
dans;;;
leur;;;
intimite;;;
et;;;
m';;;
enseignaient;;;
"
";;;
chaque;;;
jour;;;
une;;;
nouvelle;;;
botte;;;
infaillible;;;
pour;;;
tuer;;;
ce;;;
pauvre;;;
marquis8;PER;PER;PER
"
";PER;PER;PER
LE;PER;PER;PER
PETIT;PER;PER;PER
CHOSE;PER;PER;PER
"
";;;
LLLLLLL;LOC;LOC;LOC
-;LOC;LOC;LOC
LLLLLLLL-;LOC;LOC;LOC
..;;;
"
";;;
de;;;
Boucoyran;LOC;LOC;LOC
.;;;
Ils;;;
m';;;
apprenaient;;;
aussi;;;
comme;;;
on;;;
edulcore;;;
une;;;
absinthe;;;
,;;;
"
";;;
et;;;
quand;;;
ces;;;
messieurs;;;
jouaient;;;
au;;;
billard;;;
,;;;
c';;;
etait;;;
moi;;;
qui;;;
marquais;;;
"
";;;
les;;;
points;;;
...;;;
"
";;;
Un;MISC;MISC;MISC
mauvais;MISC;MISC;MISC
hiver;MISC;MISC;MISC
pour;MISC;MISC;MISC
le;MISC;MISC;MISC
petit;MISC;MISC;MISC
Chosel;MISC;MISC;MISC
"
";MISC;MISC;MISC
Un;MISC;MISC;MISC
matin;MISC;MISC;MISC
de;MISC;MISC;MISC
ce;MISC;MISC;MISC
triste;MISC;MISC;MISC
hiver;MISC;MISC;MISC
,;;;
comme;;;
j';;;
entrais;;;
au;;;
cafe;PER;PER;PER
Barbette;PER;PER;PER
"
";;;
-;;;
j';;;
entends;;;
encore;;;
le;;;
fracas;;;
du;;;
billard;;;
et;;;
le;;;
ronflement;;;
du;;;
gros;;;
poele;;;
"
";;;
en;;;
faience;;;
,;;;
-;;;
Roger;PER;PER;PER
vint;;;
a;;;
moi;;;
precipitamment;;;
:;;;
a;;;
Deux;;;
mots;;;
,;;;
"
";;;
monsieur;;;
Danielln;PER;PER;PER
et;;;
m';;;
emmena;;;
dans;;;
la;;;
salle;;;
du;;;
fond;;;
,;;;
d';;;
un;;;
air;;;
tout;;;
"
";;;
a;;;
fait;;;
mysterieux;;;
.;;;
"
";;;
Il;;;
s';;;
agissait;;;
d';;;
une;;;
confidence;;;
amourceuse;;;
...;;;
Vous;;;
pensez;;;
si;;;
j';;;
etais;;;
"
";;;
fier;;;
de;;;
recevoir;;;
les;;;
confidences;;;
d';;;
un;;;
homme;;;
de;;;
cette;;;
taille;;;
.;;;
Cela;;;
me;;;
"
";;;
grandissait;;;
toujours;;;
un;;;
peu;;;
.;;;
"
";;;
Voici;;;
l';;;
histoire;;;
.;;;
Ce;;;
sacripant;;;
de;;;
maitre;;;
d';;;
armes;;;
avait;;;
rencontre;;;
"
";;;
par;;;
la;;;
ville;;;
,;;;
en;;;
un;;;
certain;;;
endroit;;;
qu';;;
il;;;
ne;;;
pouvait;;;
pas;;;
nommer;;;
,;;;
certainc;PER;PER;PER
"
";;;
personne;;;
dont;;;
il;;;
s';;;
etait;;;
follement;;;
cpris;;;
.;;;
Cette;;;
personne;;;
occupait;;;
h;;;
"
";;;
Sarlande;MISC;MISC;MISC
une;;;
situation;;;
tellement;;;
elevee;LOC;LOC;LOC
,;;;
-;;;
huml;;;
huml;;;
vous;;;
m';;;
entendez;;;
"
";;;
bienl;;;
-;;;
tel';;;
ement;;;
extraordinaire;;;
,;;;
que;;;
le;;;
maitre;;;
d';;;
armes;;;
en;;;
etait;;;
encore;;;
"
";;;
h;;;
se;;;
demander;;;
comment;;;
il;;;
avait;;;
ose;;;
lever;;;
les;;;
yeux;;;
si;;;
haut;;;
.;;;
Et;;;
pourtant;;;
,;;;
"
";;;
malgre;;;
la;;;
situation;;;
de;;;
la;;;
personne;;;
,;;;
-;;;
situation;;;
tellement;;;
elevee;ORG;ORG;ORG
,;;;
telle-;;;
"
";;;
ment;;;
,;;;
etc;;;
...;;;
-;;;
il;;;
ne;;;
desesperait;;;
pas;;;
de;;;
s';;;
en;;;
faire;;;
aimer;;;
,;;;
et;;;
meme;;;
il;;;
"
";;;
croyait;;;
le;;;
moment;;;
venu;;;
de;;;
lancer;;;
quelques;;;
declarations;;;
epistolaires;;;
.;;;
"
";;;
Malheureusement;;;
les;;;
maitres;;;
d';;;
armes;;;
ne;;;
sont;;;
pas;;;
tres;;;
adroits;;;
aux;;;
"
";;;
exercices;;;
de;;;
la;;;
plume;;;
.;;;
Passe;;;
encore;;;
s';;;
il;;;
ne;;;
s';;;
agissait;;;
que;;;
d';;;
une;;;
grisette;;;
";";;;
"
";;;
mais;;;
avec;;;
une;;;
personne;;;
dans;;;
une;;;
situation;;;
tellement;;;
,;;;
etc;;;
...;;;
,;;;
ce;;;
n';;;
etait;;;
"
";;;
pas;;;
du;;;
style;;;
de;;;
cantine;;;
qu';;;
il;;;
fallait;;;
,;;;
et;;;
meme;;;
un;;;
bon;;;
poete;;;
ne;;;
serait;;;
"
";;;
pas;;;
de;;;
trop;;;
.;;;
"
";;;
-;;;
Je;;;
vois;;;
ce;;;
que;;;
c';;;
est;;;
,;;;
dit;;;
le;;;
petit;;;
Chose;;;
d';;;
un;;;
air;;;
entendu;;;
";";;;
vous;;;
"
";;;
avez;;;
besoin;;;
qu';;;
on;;;
vous;;;
trousse;;;
quelques;;;
poulets;;;
galants;;;
pour;;;
envoyer;;;
"
";;;
a;;;
la;;;
personne;;;
,;;;
et;;;
vous;;;
avez;;;
songe;;;
a;;;
moi;;;
.;;;
"
";;;
--;;;
Precisement;PER;PER;PER
,;;;
repondit;;;
le;;;
maitre;;;
d';;;
armes;;;
.;;;
"
";;;
-;;;
Eh;;;
bienl;;;
je;;;
suis;;;
votre;;;
homme;;;
,;;;
et;;;
nous;;;
commencerons;;;
quand;;;
"
";;;
vous;;;
voudrez;;;
";";;;
seulement;;;
,;;;
pour;;;
que;;;
nos;;;
lettres;;;
n';;;
aient;;;
pas;;;
l';;;
air;;;
d';;;
etre;;;
"
";;;
empruntees;;;
au;;;
Parfait;MISC;MISC;MISC
secretaire;MISC;MISC;MISC
,;;;
il;;;
faudra;;;
me;;;
donner;;;
quelques;;;
rensei-;;;
"
";;;
gnements;;;
sur;;;
la;;;
personne;;;
...;;;
"
";;;
Le;;;
maitre;;;
d';;;
armes;;;
regarda;;;
autour;;;
de;;;
lui;;;
d';;;
un;;;
air;;;
mefiant;;;
,;;;
puis;;;
tout;;;
"
";;;
bas;;;
il;;;
me;;;
dit;;;
,;;;
en;;;
me;;;
fourrant;;;
ses;;;
moustaches;;;
dans;;;
l';;;
oreille;;;
:;;;
"
";;;
-;;;
C';;;
est;;;
une;;;
blonde;;;
de;;;
Paris;LOC;LOC;LOC
.;;;
Elle;;;
sent;;;
bon;;;
comme;;;
une;;;
fleur;;;
et;;;
"
";;;
s';;;
appelle;;;
Cecilia;PER;PER;PER
.;;;
LES;;;
MAUVAIS;;;
OURS;;;
"
";;;
70;;;
"
";;;
Il;;;
ne;;;
put;;;
pas;;;
m';;;
en;;;
confier;;;
davantage;;;
,;;;
a;;;
cause;;;
de;;;
la;;;
situation;;;
de;;;
la;;;
"
";;;
personne;;;
,;;;
situation;;;
tellement;;;
,;;;
etc;;;
...;;;
-;;;
mais;;;
ces;;;
renseignements;;;
me;;;
"
";;;
suffisaient;;;
,;;;
et;;;
le;;;
soir;;;
meme;;;
,;;;
-;;;
pendant;;;
l';;;
etude;;;
,;;;
-;;;
j';;;
ecrivis;;;
ma;;;
pre-;;;
"
";;;
miere;;;
lettre;;;
a;;;
la;;;
blonde;PER;PER;PER
Cecilia;PER;PER;PER
.;;;
"
";;;
Cette;;;
singuliere;;;
correspondance;;;
entre;;;
le;;;
petit;;;
Chose;PER;PER;PER
et;;;
cette;;;
"
";;;
mysterieuse;;;
personne;;;
dura;;;
pres;;;
d';;;
un;;;
mois;;;
.;;;
Pendant;;;
un;;;
mois;;;
,;;;
j';;;
ecrivis;;;
"
";;;
en;;;
moyenne;;;
deux;;;
lettres;;;
de;;;
passion;;;
par;;;
jour;;;
.;;;
De;;;
ces;;;
lettres;;;
,;;;
les;;;
unes;;;
"
";;;
etaient;;;
tendres;;;
et;;;
vaporeuses;;;
comme;;;
le;;;
Lamartine;PER;PER;PER
d';PER;PER;PER
Elvire;PER;PER;PER
,;;;
les;;;
autres;;;
"
";;;
enflammees;;;
et;;;
rugissantes;;;
comme;;;
le;;;
Mirabeau;PER;PER;PER
de;PER;PER;PER
Sophie;PER;PER;PER
.;;;
Il;;;
y;;;
en;;;
avait;;;
"
";;;
qui;;;
commengaient;;;
par;;;
ces;;;
mots;;;
:;;;
 ;;;
O;PER;PER;PER
Cecilia;PER;PER;PER
,;;;
quelquefois;;;
,;;;
sur;;;
un;;;
rocher;;;
"
";;;
sauvage;;;
...;;;
et;;;
qui;;;
finissaient;;;
par;;;
ceux;;;
-;;;
ci;;;
:;;;
 ;;;
On;;;
dit;;;
qu';;;
on;;;
en;;;
meurt;;;
...;;;
"
";;;
essayonsl;;;
n;;;
Puis;;;
,;;;
de;;;
temps;;;
en;;;
temps;;;
,;;;
la;;;
Muse;ORG;ORG;ORG
s';;;
en;;;
melait;;;
:;;;
"
";;;
Ohl;PER;PER;PER
ta;PER;PER;PER
levre;PER;PER;PER
,;;;
ta;;;
levre;;;
ardentel;;;
"
";;;
Donne;PER;PER;PER
-;PER;PER;PER
la;PER;PER;PER
moil;PER;PER;PER
donne-la-moil;PER;PER;PER
"
";;;
Aujourd'hui;;;
,;;;
j';;;
en;;;
parle;;;
en;;;
riant;;;
";";;;
mais;;;
a;;;
l';;;
epoque;;;
,;;;
le;;;
petit;;;
Chose;PER;PER;PER
"
";;;
ne;;;
riait;;;
pas;;;
,;;;
je;;;
vous;;;
le;;;
jure;;;
,;;;
et;;;
tout;;;
cela;;;
se;;;
faisait;;;
tres;ORG;ORG;ORG
serieusement;ORG;ORG;ORG
.;;;
"
";;;
Quand;;;
j';;;
avais;;;
termine;;;
une;;;
lettre;;;
,;;;
je;;;
la;;;
donnais;;;
a;;;
Roger;PER;PER;PER
pour;;;
qu';;;
il;;;
la;;;
"
";;;
recopiat;;;
de;;;
sa;;;
belle;;;
ecriture;;;
de;;;
sous-officier;;;
";";;;
lui;;;
,;;;
de;;;
son;;;
cote;;;
,;;;
quand;;;
il;;;
"
";;;
recevait;;;
des;;;
reponses;;;
(;;;
car;;;
elle;;;
repondait;;;
la;;;
malheureusel;;;
);;;
,;;;
il;;;
me;;;
les;;;
"
";;;
apportait;;;
bien;;;
vite;;;
,;;;
et;;;
je;;;
basais;;;
mes;;;
operations;;;
l;;;
-;;;
dessus;;;
.;;;
"
";;;
Le;;;
jeu;;;
me;;;
plaisait;;;
en;;;
somme;;;
";";;;
peut;;;
-;;;
etre;;;
meme;;;
me;;;
plaisait;;;
-il;;;
un;;;
"
";;;
peu;;;
trop;;;
.;;;
Cette;;;
blonde;;;
invisible;;;
,;;;
parfumee;PER;PER;PER
comme;;;
un;;;
lilas;;;
blanc;;;
,;;;
ne;;;
"
";;;
me;;;
sortait;;;
plus;;;
dc;;;
l';;;
esprit;;;
.;;;
Par;;;
moments;;;
,;;;
je;;;
me;;;
figurais;;;
que;;;
j';;;
dcrivais;;;
"
";;;
pour;;;
mon;;;
propre;;;
compte;;;
";";;;
je;;;
remplissais;;;
mes;;;
lettres;;;
de;;;
confidences;;;
"
";;;
toutes;;;
personnelles;;;
,;;;
de;;;
maledictions;;;
contre;;;
la;;;
destinee;PER;PER;PER
,;;;
contre;;;
ces;;;
"
";;;
etres;;;
vils;;;
et;;;
mechants;;;
au;;;
milieu;;;
desquels;;;
j';;;
etais;;;
oblige;;;
de;;;
vivre;;;
:;;;
"
 ";;;
O;PER;PER;PER
Cecilia;PER;PER;PER
si;;;
tu;;;
savais;;;
comme;;;
j';;;
ai;;;
besoin;;;
de;;;
ton;;;
amourln;;;
"
";;;
Parfois;;;
aussi;;;
,;;;
quand;;;
le;;;
grand;;;
Roger;PER;PER;PER
venait;;;
me;;;
dire;;;
en;;;
frisant;;;
sa;;;
"
";;;
moustache;;;
:;;;
aCa;MISC;MISC;MISC
mordl;MISC;MISC;MISC
ca;MISC;MISC;MISC
mordl;MISC;MISC;MISC
...;;;
continuezn;;;
,;;;
j';;;
avais;;;
de;;;
secrets;;;
"
";;;
mouvements;;;
de;;;
depit;PER;PER;PER
,;;;
et;;;
je;;;
pensais;;;
en;;;
moi;;;
-;;;
meme;;;
:;;;
comment;;;
peut;;;
-elle;;;
"
";;;
croire;;;
que;;;
c';;;
est;;;
ce;;;
gros;;;
rejoui;;;
,;;;
ce;;;
Fanfan-la-Tulipe;LOC;LOC;LOC
,;;;
qui;;;
lui;;;
ecrit;;;
ces;;;
"
";;;
chefs;;;
-;;;
d';;;
euvre;;;
de;;;
passion;;;
et;;;
de;;;
melancoliek;LOC;LOC;LOC
"
";;;
Elle;;;
le;;;
croyait;;;
pourtant;;;
,;;;
elle;;;
le;;;
croyait;;;
si;;;
bien;;;
qu';;;
un;;;
jour;;;
,;;;
le;;;
maftre;;;
"
";;;
d';;;
armes;;;
triomphant;;;
,;;;
m';;;
apporta;;;
cette;;;
reponse;;;
qu';;;
il;;;
venait;;;
de;;;
recevoir;;;
:;;;
"
";;;
a;;;
A;MISC;MISC;MISC
neuf;MISC;MISC;MISC
heures;MISC;MISC;MISC
,;;;
ce;;;
soir;;;
,;;;
derriere;;;
la;;;
sous-prefectureln;LOC;LOC;LOC
"
";LOC;LOC;LOC
Est;LOC;LOC;LOC
-ce;;;
a;;;
l';;;
eloquence;;;
de;;;
mes;;;
lettres;;;
ou;;;
a;;;
la;;;
longueur;;;
de;;;
ses;;;
mous-;;;
"
";;;
taches;;;
que;;;
Roger;PER;PER;PER
dut;;;
son;;;
succes;;;
?;;;
e;;;
vous;;;
laisse;;;
,;;;
mesdames;;;
,;;;
le;;;
soin8o;MISC;MISC;MISC
"
";MISC;MISC;MISC
LE;MISC;MISC;MISC
PETIT;MISC;MISC;MISC
CHOSE;MISC;MISC;MISC
"
";;;
de;;;
decider;;;
.;;;
Toujours;;;
est;;;
-il;;;
que;;;
cette;;;
nuit;;;
-;;;
la;;;
,;;;
dans;;;
son;;;
dortoir;;;
melan-;;;
"
";;;
colique;;;
,;;;
le;;;
petit;;;
Chose;PER;PER;PER
eut;;;
un;;;
sommeil;;;
tres;;;
agite;;;
.;;;
Il;;;
reva;;;
qu';;;
il;;;
etait;;;
"
";;;
grand;;;
,;;;
qu';;;
il;;;
avait;;;
des;;;
moustaches;;;
,;;;
et;;;
que;;;
des;;;
dames;;;
de;;;
Paris;LOC;LOC;LOC
,;;;
-;;;
occu-;;;
"
";;;
pant;;;
des;;;
situations;;;
tout;;;
a;;;
fait;;;
extraordinaires;;;
,;;;
-;;;
lui;;;
donnaient;;;
des;;;
"
";;;
rendez-vous;;;
derriere;;;
les;;;
sous-prefectures;;;
...;;;
"
";;;
Le;;;
plus;;;
comique;;;
c';;;
est;;;
que;;;
,;;;
le;;;
lendemain;;;
,;;;
il;;;
me;;;
fallut;;;
ecrire;;;
une;;;
"
";;;
lettre;;;
d';;;
actions;;;
de;;;
graces;;;
et;;;
remercier;;;
Cecilia;PER;PER;PER
de;;;
tout;;;
le;;;
bonheur;;;
qu';;;
elle;;;
"
";;;
m';;;
avait;;;
donne;;;
:;;;
 ;;;
Ange;PER;PER;PER
qui;;;
as;;;
consenti;;;
a;;;
passer;;;
une;;;
nuit;;;
sur;;;
la;;;
terre;;;
...;;;
"
";;;
Cette;;;
lettre;;;
,;;;
je;;;
l';;;
avoue;;;
,;;;
le;;;
petit;;;
Chose;PER;PER;PER
l';;;
ecrivit;;;
avec;;;
la;;;
rage;;;
dans;;;
le;;;
"
";;;
ceur;;;
.;;;
Heureusement;;;
la;;;
correspondance;;;
s';;;
arreta;;;
la;;;
,;;;
et;;;
pendant;;;
quelque;;;
"
";;;
temps;;;
,;;;
je;;;
n';;;
entendis;;;
plus;;;
parler;;;
de;;;
Cecilia;PER;PER;PER
ni;;;
de;;;
sa;;;
haute;;;
situation.er;;;
"
";;;
i;;;
"
";;;
.r;ORG;ORG;ORG
"
";;;
I.;;;
"
";;;
mn;;;
"
";;;
-;;;
"
";;;
6-;;;
"
";;;
-,-;;;0
"
";;;
2;;;
';;;
"
";;;
.t--;MISC;MISC;MISC
"
";;;
U;MISC;MISC;MISC
"
";;;
-2;;;
.;;;
"

";;;
.;;;
"
";;;
';;;
.;;;
"
";;;
:;;;
"
";;;
1;;;
"
";;;
..;;;
"
";;;
x.;PER;PER;PER
M;PER;PER;PER
"
";;;
';;;
..;;;
N;PER;PER;PER
"
";PER;PER;PER
J;PER;PER;PER
"
";PER;PER;PER
-;PER;PER;PER
2;PER;PER;PER
,;;;
';;;
"
";;;
.Pr;;;
:;;;
.;;;
"
";;;
I;LOC;LOC;LOC
"
";;;
11;;;
"
";;;
gg;;;
"
";;;
2N;MISC;MISC;MISC
"
";MISC;MISC;MISC
.--;MISC;MISC;MISC
"
";MISC;MISC;MISC
iy;MISC;MISC;MISC
"
";MISC;MISC;MISC
io;MISC;MISC;MISC
"
";MISC;MISC;MISC
ry;MISC;MISC;MISC
"
";MISC;MISC;MISC
1;MISC;MISC;MISC
"
";;;
.;;;
"
";;;
-;;;
"
";;;
.3;;;
"


";;;
1;;;
"

";;;
4;;;
"
";;;
5;;;
"
";;;
-I;;;
I;LOC;LOC;LOC
"
";;;
.L;;;
"
";;;
-;;;
.;;;
"

";;;
.;;;
"
";;;
.---;;;
"
";;;
w;;;
"
";;;
s;;;
"
";;;
s;;;
"
";;;
N;;;
"
";;;
l;;;
"
";;;
A;MISC;MISC;MISC
"
";MISC;MISC;MISC
i;MISC;MISC;MISC
"
";MISC;MISC;MISC
Y;MISC;MISC;MISC
"
";MISC;MISC;MISC
y;MISC;MISC;MISC
"
";MISC;MISC;MISC
A;LOC;LOC;LOC
"

";;;
';;;
"
";;;
a;;;
,;;;
"
";;;
h.t;;;
"
 
 ";;;
O;;;
,;;;
.;;;
"

";;;
.;;;
"
";;;
-----;;;
"
";;;
v.;;;
"
 
";;;
S;;;
"
";;;
.;;;
"
";;;
xmee;;;
"
";;;
..;;;
"
";;;
---;;;
"
";;;
:;;;
.2;;;
"
";;;
.`2;PER;PER;PER
"
";PER;PER;PER
r;PER;PER;PER
,;;;
"
";;;
.;;;
G.f;PER;PER;PER
"
 ";PER;PER;PER
:;;;
l;;;
"
";;;
P;LOC;LOC;LOC
';;;
,;;;
"
";;;
';;;
"
";;;
Is1;LOC;LOC;LOC
"
";;;
i-,:=t;;;:=t
ttA;;;
"
";;;
.;;;
"
";;;
4;;;
J.;;;
"

";;;
I;;;
..;;;
---;;;
"
";;;
zr;;;
"

";;;
.-;;;
"
";;;
A;LOC;LOC;LOC
.;;;
"
";;;
s;;;
"
";;;
S;MISC;MISC;MISC
4;MISC;MISC;MISC
"
";MISC;MISC;MISC
eLL;MISC;MISC;MISC
..;;;
"
";;;
...;;;
---;;;
"
";;;
.;;;
"
";;;
z.;LOC;LOC;LOC
"
";;;
.;;;
"
";;;
-;;;
"
";;;
,;;;
A;LOC;LOC;LOC
-.s;;;
"
";;;
.;;;
"
";;;
--;;;
:;;;
..;;;
"
 ";;;
t;;;
" 
";;;
---c;;;
"
";;;
.;;;
"

";;;
N;;;
"

";;;
.r;;;
"

";;;
,;;;
n;;;
"
";;;
.;;;
"
";;;
3;;;
e1;;;
"
";;;
Te;MISC;MISC;MISC
"
";MISC;MISC;MISC
E;MISC;MISC;MISC
"
";;;
y;;;
:;;;
..;;;
"
";;;
L-;;;
';;;
"
";;;
';;;
"
 
";;;
sI.;;;
-;;;
"
";;;
I;LOC;LOC;LOC
"
";;;
-;;;
"
";;;
5;;;
:;;;
"
";;;
i;;;
";";;;
';;;
p-=ae;PER;PER;PER
"
";;;
1;;;
`;;;
2;;;
"
";;;
.;;;
"
";;;
D;;;
"

";;;
.;;;
"
";;;
e;;;
rv;;;
"
";;;
.A;LOC;LOC;LOC
"
";LOC;LOC;LOC
F;LOC;LOC;LOC
,;;;
"
";;;
it;;;
"
";;;
-;;;
"

";;;
-;;;
"
";;;
1;;;
"

";;;
I;LOC;LOC;LOC
"
";;;
:;;;
5;;;
"
";;;
I;LOC;LOC;LOC
.;;;
"

";;;
5-I;;;
"
";;;
A;LOC;LOC;LOC
"

";;;
--;;;
';;;
"
";;;
m-;;;
";";;;
:;;;
"

";;;
N;;;
"
";;;
e;;;
"
";;;
.;;;
-;;;
.;;;
"

";;;
1;;;
c;;;
"
";;;
1;;;
---L-;;;
"
";;;
1I;;;
"
 ";;;
h;;;
"
";;;
1;;;
"

";;;
5;;;
"

";;;
Ii;;;
"

";;;
.;;;
,;;;
"
";;;
LAi;PER;PER;PER
"
";PER;PER;PER
t;PER;PER;PER
"
";PER;PER;PER
I;PER;PER;PER
"
";;;
);;;
"


";;;
LYNI;;;
"
";;;
MION;ORG;ORG;ORG
BON;;;
AMI;MISC;MISC;MISC
LE;MISC;MISC;MISC
MAITRE;MISC;MISC;MISC
D';;;
ARMES;;;
"
";;;
Ce;;;
jour;;;
-;;;
la;;;
,;;;
le;;;
r8;LOC;LOC;LOC
fevrier;LOC;LOC;LOC
,;;;
comme;;;
il;;;
etait;;;
tombe;;;
beaucoup;;;
de;;;
neige;;;
"
";;;
pendant;;;
la;;;
nuit;;;
,;;;
les;;;
enfants;;;
n';;;
avaient;;;
pas;;;
pu;;;
jouer;;;
dans;;;
les;;;
cours;;;
.;;;
"
";;;
Aussitot;PER;PER;PER
l';;;
etude;;;
du;;;
matin;;;
finie;;;
,;;;
on;;;
les;;;
avait;;;
casernes;;;
tous;;;
pele;LOC;LOC;LOC
-;LOC;LOC;LOC
mele;LOC;LOC;LOC
"
";;;
dans;;;
la;;;
salle;;;
,;;;
pour;;;
y;;;
prendre;;;
leur;;;
recreation;;;
a;;;
l';;;
abri;;;
du;;;
mauvais;;;
temps;;;
,;;;
"
";;;
en;;;
attendant;;;
l';;;
heure;;;
des;;;
classes;;;
.;;;
"
";;;
C';;;
etait;;;
moi;;;
qui;;;
les;;;
surveillais;;;
.;;;
"
";;;
Ce;;;
qu';;;
on;;;
appelait;;;
la;;;
salle;;;
etait;;;
l';;;
ancien;;;
gymnase;;;
du;;;
college;;;
de;;;
la;;;
"
";;;
MIarine;MISC;MISC;MISC
.;;;
Imaginez;;;
quatre;;;
grands;;;
murs;;;
nus;;;
avec;;;
de;;;
petites;;;
fenetres;;;
"
";;;
grillees;;;
";";;;
ca;MISC;MISC;MISC
et;;;
lh;MISC;MISC;MISC
des;MISC;MISC;MISC
crampons;MISC;MISC;MISC
a;;;
moitie;;;
arraches;;;
,;;;
la;;;
trace;;;
encore;;;
visible;;;
"
";;;
des;;;
echelles;;;
,;;;
et;;;
,;;;
se;;;
balancant;;;
a;;;
la;;;
maitresse;;;
poutre;;;
du;;;
plafond;;;
,;;;
un;;;
"
";;;
enorme;;;
anneau;;;
en;;;
fer;;;
au;;;
bout;;;
d';;;
une;;;
corde;;;
.;;;
"
";;;
Les;;;
enfants;;;
avaient;;;
l';;;
air;;;
de;;;
s';;;
amuser;;;
beaucoup;;;
en;;;
regardant;;;
la;;;
"
";;;
neige;;;
qui;;;
remplissait;;;
les;;;
rues;;;
et;;;
les;;;
hommes;;;
armes;;;
de;;;
pelles;;;
qui;;;
"
";;;
l';;;
emportaient;;;
dans;;;
des;;;
tombereaux;;;
.;;;
"
";;;
Mais;;;
tout;;;
ce;;;
tapage;;;
,;;;
je;;;
ne;;;
l';;;
entendais;;;
pas;;;
.;;;
"
";;;
Seul;;;
,;;;
dans;;;
un;;;
coin;;;
,;;;
les;;;
larmes;;;
aux;;;
yeux;;;
,;;;
je;;;
lisais;;;
une;;;
lettre;;;
,;;;
et;;;
les;;;
"
";;;
enfants;;;
auraient;;;
a;;;
cet;;;
instant;;;
demoli;;;
le;;;
gymnase;;;
de;;;
fond;;;
en;;;
comble;;;
,;;;
"
";;;
que;;;
je;;;
ne;;;
m';;;
en;;;
fusse;;;
pas;;;
apercu;;;
.;;;
C';;;
etait;;;
une;;;
lettre;;;
de;;;
Jacques;PER;PER;PER
que;;;
je;;;
"
";;;
venais;;;
de;;;
recevoir;;;
";";;;
elle;;;
portait;;;
le;;;
timbre;;;
de;;;
Paris;LOC;LOC;LOC
,;;;
-;;;
mon;;;
Dieul;MISC;MISC;MISC
oui;;;
,;;;
"
";;;
de;;;
Paris;LOC;LOC;LOC
,;;;
-;;;
et;;;
voici;;;
ce;;;
qu';;;
elle;;;
disait;;;
:;;;
"
";;;
a;;;
Cher;PER;PER;PER
Daniel;PER;PER;PER
,;;;
"
";;;
Ma;;;
lettre;;;
va;;;
bien;;;
te;;;
surprendre;;;
.;;;
Tu;;;
ne;;;
te;;;
doutais;;;
pas;;;
,;;;
hein;;;
que;;;
"
";;;
je;;;
fusse;;;
a;;;
Paris;LOC;LOC;LOC
depuis;;;
quinze;;;
jours;;;
.;;;
J';;;
ai;;;
quitte;;;
Lyon;LOC;LOC;LOC
sans;;;
rien;;;
dire;;;
a8z;PER;PER;PER
"
";PER;PER;PER
LE;PER;PER;PER
PETIT;PER;PER;PER
CHOSE;;;
"
";;;
personne;;;
,;;;
un;;;
coup;;;
de;;;
tete;;;
...;;;
-;;;
Que;;;
veux;;;
-;;;
tul;;;
je;;;
m';;;
ennuyais;;;
trop;;;
dans;;;
"
";;;
cette;;;
horrible;;;
ville;;;
,;;;
surtout;;;
depuis;;;
ton;;;
depart;;;
.;;;
"
 ";;;
Je;;;
suis;;;
arrive;;;
ici;;;
avec;;;
trente;;;
francs;;;
et;;;
cinq;;;
ou;;;
six;;;
lettres;;;
de;;;
MI;LOC;LOC;LOC
.;;;
le;;;
"
";;;
cure;;;
de;;;
Saint-Nizier;LOC;LOC;LOC
.;;;
Heureusement;;;
la;;;
Providence;LOC;LOC;LOC
m';;;
a;;;
protege;;;
tout;;;
"
";;;
de;;;
suite;;;
,;;;
et;;;
m';;;
a;;;
fait;;;
rencontrer;;;
un;;;
vieux;;;
marquis;;;
chez;;;
lequel;;;
je;;;
suis;;;
"
";;;
entre;;;
comme;;;
secretaire;;;
.;;;
Nous;;;
mettons;;;
en;;;
ordre;;;
ses;;;
memoires;;;
";";;;
je;;;
n';;;
ai;;;
"
";;;
qu';;;
a;;;
ecrire;;;
sous;;;
sa;;;
dictce;LOC;LOC;LOC
,;;;
