Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB
"
";;;;;
tous;;;;;
les;;;;;
jours;;;;;
,;;;;;
6tait;;;;;
charmee;;;;;
de;;;;;
son;;;;;
intelligenee;;;;;
"
";;;;;
ot;;;;;
de;;;;;
sa;;;;;
memoire;;;;;
.;;;;;
Jeanne;PER;PER;PER;PER;PER
6coutait;;;;;
trbes;;;;;
-;;;;;
attentive-;;;;;
"
";;;;;
ment;;;;;
toutes;;;;;
les;;;;;
explications;;;;;
:;;;;;
aussi;;;;;
tait;;;;;
-elle;;;;;
,;;;;;
avee;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
Isure;PER;PER;PER;PER;PER
,;;;;;
celle;;;;;
qui;;;;;
riponduit;;;;;
le;;;;;
mieux;;;;;
au;;;;;
ent6-;;;;;
"
";;;;;
chisme;;;;;
";";;;;;
et;;;;;
M.;PER;PER;PER;PER;PER
le;;;;;
cur6;;;;;
les;;;;;
citait;;;;;
toutes;;;;;
les;;;;;
deux;;;;;
"
";;;;;
comme;;;;;
un;;;;;
exemple;;;;;
h;;;;;
suivre;;;;;
,;;;;;
tant;;;;;
elles;;;;;
avaient;;;;;
"
";;;;;
bonne;;;;;
tenue;;;;;
a;;;;;
l';;;;;
eglise;;;;;
.;;;;;
On;;;;;
ne;;;;;
les;;;;;
voyait;;;;;
jamais;;;;;
ni;;;;;
"
";;;;;
causer;;;;;
ni;;;;;
tourner;;;;;
la;;;;;
tete;;;;;
au;;;;;
moindre;;;;;
bruit;;;;;
,;;;;;
comme;;;;;
"
";;;;;
plusieurs;;;;;
autres;;;;;
enfants;;;;;
:;;;;;
elles;;;;;
priaient;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
de;;;;;
si;;;;;
];;;;;
"
";;;;;
bon;;;;;
eur;;;;;
,;;;;;
qe;ORG;ORG;ORG;ORG;ORG
ceux;;;;;
qui;;;;;
les;;;;;
voyaient;;;;;
an;;;;;
6taient;;;;;
"
";;;;;
merveill6s;;;;;
.;;;;;
"
";;;;;
Quand;;;;;
M.;;;;;
le;;;;;
eur6;MISC;MISC;MISC;MISC;MISC
admit;;;;;
les;;;;;
enfants;;;;;
a;;;;;
fire;;;;;
leur;;;;;
"
";;;;;
premire;;;;;
communion;;;;;
,;;;;;
il;;;;;
mit;;;;;
eanne;;;;;
et;;;;;
Isaure;PER;PER;PER;PER;PER
Ala;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
tAte;MISC;MISC;MISC;MISC;MISC
des;;;;;
autres;;;;;
petites;;;;;
filles;;;;;
,;;;;;
paroe;;;;;
qu';;;;;
elles;;;;;
6taient;;;;;
[;;;;;
"
";;;;;
lesplusinstruites;;;;;
et;;;;;
lesplus;PER;PER;PER;PER;PER
sages;;;;;
:;;;;;
elles;;;;;
n';;;;;
enfurent;;;;;
"
";;;;;
p;;;;;
uetur;;;;;
eela;;;;;
moins;;;;;
modestes;;;;;
et;;;;;
moins;;;;;
humhles;;;;;
.;;;;;
];;;;;
"
";;;;;
Enfin;;;;;
le;;;;;
grand;;;;;
jour;;;;;
arriva;;;;;
.;;;;;
Des;;;;;
la;;;;;
veille;;;;;
,;;;;;
Mme;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
Dumont;PER;PER;PER;PER;PER
avait;;;;;
retenu;;;;;
leanne;;;;;
,;;;;;
et;;;;;
elle;;;;;
l';;;;;
avait;;;;;
meme]PRRMIR;;;;;
PARTI;ORG;ORG;ORG;ORG;ORG
.;;;;;
"
";;;;;
fait;;;;;
ouher;PER;PER;PER;PER;PER
au;;;;;
ohteuu;LOC;LOC;LOC;LOC;LOC
,;;;;;
par;;;;;
qu';;;;;
elle;;;;;
et;;;;;
moins;;;;;
];;;;;
"
";;;;;
de;;;;;
distraatians;;;;;
que;;;;;
dans;;;;;
la;;;;;
bourg;;;;;
.;;;;;
La;;;;;
maitin;;;;;
,;;;;;
fSo-;;;;;
];;;;;
"
";;;;;
phio;PER;PER;PER;PER;PER
lui;;;;;
apporta;;;;;
une;;;;;
rohe;PER;PER;PER;PER;PER
blanohe;PER;PER;PER;PER;PER
et;;;;;
loe;LOC;LOC;LOC;LOC;LOC
reste;;;;;
de;;;;;
la;;;;;
];;;;;
"
";;;;;
toiletto;;;;;
entirement;;;;;
neuf;;;;;
,;;;;;
afin;;;;;
quo;;;;;
,;;;;;
dans;;;;;
oe;;;;;
beau;;;;;
];;;;;
"
";;;;;
jour;;;;;
,;;;;;
elle;;;;;
net;;;;;
rion;;;;;
de;;;;;
vieux;;;;;
sur;;;;;
elle;;;;;
";";;;;;
alla;;;;;
lui;;;;;
dit;;;;;
];;;;;
"
";;;;;
quo;;;;;
sa;;;;;
mre;PER;PER;PER;PER;PER
voulait;;;;;
Ia;;;;;
r6eeompenser;;;;;
ainsi;;;;;
de;;;;;
su;;;;;
];;;;;
"
";;;;;
bonno;;;;;
conduite;;;;;
.;;;;;
"
";;;;;
Pendant;;;;;
la;;;;;
airmonie;LOC;LOC;LOC;LOC;LOC
,;;;;;
qui;;;;;
fut;;;;;
tres;;;;;
-;;;;;
longue;;;;;
,;;;;;
"
";;;;;
Jeanna;PER;PER;PER;PER;PER
aet;PER;PER;PER;PER;PER
Isauro;PER;PER;PER;PER;PER
montrbrent;;;;;
tant;;;;;
de;;;;;
piete;;;;;
quo;;;;;
tout;;;;;
"
";;;;;
le;;;;;
monde;;;;;
an;;;;;
atait;;;;;
6difi;;;;;
.;;;;;
"
";;;;;
Aprbs;PER;PER;PER;PER;PER
la;;;;;
messe;;;;;
,;;;;;
M.;;;;;
le;;;;;
our6;LOC;LOC;LOC;LOC;LOC
,;;;;;
qui;;;;;
avait;;;;;
invit6;;;;;
"
";;;;;
toute;;;;;
la;;;;;
famille;;;;;
Dumont;PER;PER;PER;PER;PER
 ;PER;PER;;PER;PER
djeuner;PER;PER;PER;PER;PER
,;;;;;
voulut;;;;;
quo;;;;;
"
";;;;;
leanne;;;;;
se;;;;;
mft;;;;;
aussi;;;;;
 ;;;;;
tble;;;;;
";";;;;;
il;;;;;
disait;;;;;
qu';;;;;
il;;;;;
ne;;;;;
pou-;;;;;
];;;;;
"
";;;;;
vait;;;;;
pas;;;;;
faire;;;;;
trop;;;;;
d';;;;;
honneur;;;;;
a;;;;;
ue;ORG;ORG;ORG;ORG;ORG
petite;;;;;
fille;;;;;
"
";;;;;
uaussi;;;;;
pieuse;;;;;
.;;;;;
"
";;;;;
:;;;;;
:;;;;;
:;;;;;
:;;;;;
:;;;;;
:;;;;;
:;;;;;
"
";;;;;
cher;;;;;
pour;;;;;
diner;;;;;
avee;;;;;
sa;;;;;
gouvernante;;;;;
.;;;;;
"
";;;;;
a;;;;;
petite;;;;;
eanne;;;;;
va;;;;;
tonionrs;LOC;LOC;LOC;LOC;LOC
ches;LOC;LOC;LOC;LOC;LOC
Mme;LOC;LOC;LOC;LOC;LOC
Dumont;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
Ieanne;LOC;LOC;LOC;LOC;LOC
,;;;;;
apres;;;;;
sa;;;;;
premire;MISC;MISC;MISC;MISC;MISC
communion;MISC;MISC;MISC;MISC;MISC
,;;;;;
ne;;;;;
cessa;;;;;
"
";;;;;
pas;;;;;
d';;;;;
aller;;;;;
ehes;;;;;
Mme;PER;PER;PER;PER;PER
Dumont;PER;PER;PER;PER;PER
.;;;;;
Le;;;;;
dimanehe;;;;;
,;;;;;
on;;;;;
la;;;;;
"
";;;;;
faisait;;;;;
crire;;;;;
,;;;;;
lire;;;;;
et;;;;;
compter;;;;;
,;;;;;
pour;;;;;
qu';;;;;
elle;;;;;
n';;;;;
ou-;;;;;
"
";;;;;
blit;;;;;
pas;;;;;
ce;;;;;
qu';;;;;
elle;;;;;
savait;;;;;
.;;;;;
Si;;;;;
l';;;;;
on;;;;;
faisait;;;;;
lalessive;;;;;
,;;;;;
"
";;;;;
elle;;;;;
aidait;;;;;
a;;;;;
savonner;;;;;
le;;;;;
linge;;;;;
,;;;;;
a;;;;;
le;;;;;
mettre;;;;;
au;;;;;
bleu;;;;;
,;;;;;
"
";;;;;
A;LOC;LOC;LOC;LOC;LOC
l'6tendre;;;;;
et;;;;;
a;;;;;
le;;;;;
plier;;;;;
";";;;;;
elle;;;;;
repassait;;;;;
les;;;;;
draps;;;;;
"
";;;;;
et;;;;;
les;;;;;
serviettes;;;;;
,;;;;;
et;;;;;
raceommodait;;;;;
e;;;;;
qui;;;;;
etait;;;;;
d6-;;;;;
"
";;;;;
chir6;;;;;
:;;;;;
elle;;;;;
finit;;;;;
meme;;;;;
par;;;;;
apprendre;;;;;
 ;;;;;
repasser;;;;;
"
";;;;;
la;;;;;
ling;;;;;
fin;;;;;
.;;;;;
Quand;;;;;
il;;;;;
y;;;;;
avait;;;;;
quelquun;;;;;
i;;;;;
diner;;;;;
,;;;;;
"
";;;;;
Ieanne;LOC;LOC;LOC;LOC;LOC
aidait;;;;;
h;;;;;
la;;;;;
cuisiniere;;;;;
et;;;;;
au;;;;;
domestique;;;;;
"
";;;;;
qui;;;;;
mettait;;;;;
le;;;;;
couvert;;;;;
,;;;;;
ce;;;;;
qui;;;;;
lui;;;;;
apprenait;;;;;
unBNANGR;;;;;
DR;;;;;
IRAN;;;;;
";";;;;;
"
";;;;;
peu;;;;;
le;;;;;
servic;;;;;
";";;;;;
on;;;;;
lui;;;;;
puayait;;;;;
toujours;;;;;
sua;;;;;
journ6a;;;;;
"
";;;;;
quand;;;;;
elle;;;;;
la;;;;;
passait;;;;;
an;;;;;
shAteau;LOC;LOC;LOC;LOC;LOC
.;;;;;
Comme;;;;;
ello;;;;;
"
";;;;;
eusait;;;;;
trbs;;;;;
-;;;;;
hien;;;;;
,;;;;;
la;;;;;
mbre;LOC;LOC;LOC;LOC;LOC
Nannette;LOC;LOC;LOC;LOC;LOC
,;;;;;
qui;;;;;
aonnais-;;;;;
"
";;;;;
sait;;;;;
asses;;;;;
do;;;;;
monde;;;;;
en;;;;;
ville;;;;;
,;;;;;
lui;;;;;
rapportait;;;;;
de;;;;;
"
";;;;;
tempa;;;;;
en;;;;;
temps;;;;;
quelqua;;;;;
ouvrage;;;;;
a;;;;;
faire;;;;;
,;;;;;
soit;;;;;
des;;;;;
"
";;;;;
ehemises;;;;;
ou;;;;;
des;;;;;
draps;;;;;
,;;;;;
eo;;;;;
qui;;;;;
lui;;;;;
faisait;;;;;
un;;;;;
petil;;;;;
"
";;;;;
proflt;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
Les;;;;;
flillas;;;;;
do;;;;;
Mma;PER;PER;PER;PER;PER
bDumont;PER;PER;PER;PER;PER
traitaient;;;;;
leanne;;;;;
en;;;;;
"
";;;;;
vritable;PER;PER;PER;PER;PER
amio;PER;PER;PER;PER;PER
,;;;;;
paree;;;;;
quelle;;;;;
6tait;;;;;
aussi;;;;;
rservee;;;;;
"
";;;;;
dans;;;;;
son;;;;;
langage;;;;;
que;;;;;
sage;;;;;
dans;;;;;
sa;;;;;
conduite;;;;;
.;;;;;
Ella;PER;PER;PER;PER;PER
"
";;;;;
les;;;;;
aimait;;;;;
tant;;;;;
,;;;;;
qu';;;;;
elle;;;;;
se;;;;;
serait;;;;;
jetee;;;;;
au;;;;;
feu;;;;;
pour;;;;;
"
";;;;;
leur;;;;;
rendre;;;;;
service;;;;;
.;;;;;
Elle;;;;;
allait;;;;;
trbs;;;;;
-;;;;;
souvent;;;;;
chez;;;;;
"
";;;;;
M.;PER;PER;PER;PER;PER
le;;;;;
cure;;;;;
,;;;;;
qui;;;;;
lui;;;;;
donnait;;;;;
de;;;;;
bons;;;;;
conseils;;;;;
et;;;;;
lui;;;;;
"
";;;;;
fuisuit;;;;;
remarquer;;;;;
combien;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
avait;;;;;
eu;;;;;
piti6;;;;;
"
";;;;;
d';;;;;
alle;;;;;
,;;;;;
pauvre;;;;;
enfant;;;;;
sans;;;;;
famille;;;;;
.;;;;;
"
";;;;;
leanne;LOC;LOC;LOC;LOC;LOC
donnait;;;;;
hla;PER;PER;PER;PER;PER
mre;PER;PER;PER;PER;PER
Nannette;;;;;
tout;;;;;
ce;;;;;
quelle;;;;;
"
";;;;;
gaait;;;;;
,;;;;;
ear;;;;;
elle;;;;;
n';;;;;
avait;;;;;
besoin;;;;;
de;;;;;
rien;;;;;
acheter;;;;;
pour;;;;;
"
";;;;;
elle;;;;;
-;;;;;
meme;;;;;
";";;;;;
Mme;PER;PER;PER;PER;PER
Dumont;PER;PER;PER;PER;PER
fournissait;;;;;
tout;;;;;
ce;;;;;
qui;;;;;
"
";;;;;
etait;;;;;
necessaire;;;;;
pour;;;;;
l';;;;;
habiller;;;;;
,;;;;;
comme;;;;;
elle;;;;;
lovnit;;;;;
"
";;;;;
promis;;;;;
 ;;;;;
la;;;;;
mire;;;;;
Nannette;LOC;LOC;LOC;LOC;LOC
,;;;;;
apres;;;;;
la;;;;;
mort;;;;;
de;;;;;
a-;;;;;
"
";;;;;
therine;;;;;
";";;;;;
leanne;;;;;
usait;;;;;
si;;;;;
peu;;;;;
de;;;;;
chose;;;;;
que;;;;;
Mlme;PER;PER;PER;PER;PER
Du-;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
mont;PER;PER;PER;PER;PER
lui;;;;;
disait;;;;;
quelquefois;;;;;
:;;;;;
"
";;;;;
a;;;;;
Comment;MISC;MISC;MISC;MISC;MISC
fais;MISC;MISC;MISC;MISC;MISC
-;MISC;MISC;MISC;MISC;MISC
tu;MISC;MISC;MISC;MISC;MISC
,;;;;;
leanne;LOC;LOC;LOC;LOC;LOC
,;;;;;
pour;;;;;
que;;;;;
tes;;;;;
robes;;;;;
"
";;;;;
durent;;;;;
aussi;;;;;
longtemps;;;;;
?;;;;;
"
";;;;;
-;;;;;
Madame;PER;PER;PER;PER;PER
,;;;;;
jo;PER;PER;PER;PER;PER
plie;;;;;
tous;;;;;
mes;;;;;
effets;;;;;
le;;;;;
soir;;;;;
et;;;;;
je;;;;;
"
";;;;;
les;;;;;
mets;;;;;
sur;;;;;
mon;;;;;
coffre;;;;;
.;;;;;
Quand;;;;;
il;;;;;
y;;;;;
a;;;;;
trop;;;;;
de;;;;;
boue;;;;;
"
 ";;;;;
mes;;;;;
jupons;;;;;
,;;;;;
jen;PER;PER;PER;PER;PER
lave;PER;PER;PER;PER;PER
le;;;;;
has;;;;;
,;;;;;
ce;;;;;
qui;;;;;
l';;;;;
use;;;;;
bien;;;;;
"
";;;;;
moins;;;;;
que;;;;;
de;;;;;
le;;;;;
d6erotter;;;;;
,;;;;;
et;;;;;
puis;;;;;
je;;;;;
le;;;;;
repasse;;;;;
.;;;;;
"
";;;;;
le;;;;;
visite;;;;;
mes;;;;;
habits;;;;;
tous;;;;;
les;;;;;
matins;;;;;
,;;;;;
et;;;;;
,;;;;;
aussit0;PER;PER;PER;PER;PER
t;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
us;;;;;
jy;;;;;
wis;;;;;
le;;;;;
moindre;;;;;
tron;;;;;
,;;;;;
je;;;;;
le;;;;;
rasenmmoda;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
-;;;;;
Ces;;;;;
.;;;;;
tres;;;;;
-;;;;;
bien;;;;;
,;;;;;
Jeanne;PER;PER;PER;PER;PER
";";;;;;
tu;;;;;
as;;;;;
pris;;;;;
la;;;;;
une;;;;;
"
";;;;;
honne;;;;;
habtude;;;;;
.;;;;;
PREMtRB;;;;;
PARIR;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
-;;;;;
Cest;;;;;
bian;;;;;
le;;;;;
moins;;;;;
quo;;;;;
je;;;;;
soigna;;;;;
mes;;;;;
ha-;;;;;
"
";;;;;
bits;;;;;
,;;;;;
madumo;MISC;MISC;MISC;MISC;MISC
,;;;;;
puiaque;;;;;
est;;;;;
vous;;;;;
qui;;;;;
meles;;;;;
don-;;;;;
"
";;;;;
nezl;;;;;
"
";;;;;
eana;LOC;LOC;LOC;LOC;LOC
a;;;;;
grand;;;;;
aoin;;;;;
ds;;;;;
la;;;;;
mtre;;;;;
Namnette;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
A;;;;;
seize;;;;;
ans;;;;;
,;;;;;
eanne;;;;;
etait;;;;;
grande;;;;;
et;;;;;
forte-;;;;;
:;;;;;
elle;;;;;
"
";;;;;
soiguait;;;;;
toute;;;;;
seule;;;;;
le;;;;;
b6tail;ORG;ORG;ORG;ORG;ORG
de;;;;;
la;;;;;
mre;MISC;MISC;MISC;MISC;MISC
Nannette;MISC;MISC;MISC;MISC;MISC
,;;;;;
"
";;;;;
qui;;;;;
se;;;;;
faisait;;;;;
visille;PER;PER;PER;PER;PER
";";;;;;
elle;;;;;
petrissait;;;;;
le;;;;;
pain;;;;;
et;;;;;
"
";;;;;
chauffait;;;;;
le;;;;;
four;;;;;
";";;;;;
elle;;;;;
faisait;;;;;
le;;;;;
beurre;;;;;
et;;;;;
lallait;;;;;
"
";;;;;
vendre;;;;;
a;;;;;
la;;;;;
ville;;;;;
,;;;;;
ear;;;;;
elle;;;;;
ne;;;;;
voulait;;;;;
pas;;;;;
que;;;;;
la;;;;;
"
";;;;;
mre;;;;;
Nannette;LOC;LOC;LOC;LOC;LOC
et;;;;;
la;;;;;
moindre;;;;;
fatigue;;;;;
";";;;;;
et;;;;;
comme;;;;;
"
";;;;;
leanne;;;;;
savait;;;;;
bien;;;;;
prendre;;;;;
son;;;;;
temps;;;;;
,;;;;;
elle;;;;;
trou-;;;;;
"
";;;;;
vait;;;;;
eneore;;;;;
le;;;;;
moyen;;;;;
de;;;;;
faire;;;;;
quelque;;;;;
ouvrago;;;;;
"
";;;;;
pour;;;;;
gagner;;;;;
un;;;;;
peu;;;;;
d';;;;;
argent;;;;;
.;;;;;
"
";;;;;
a;;;;;
Ma;PER;PER;PER;PER;PER
chre;PER;PER;PER;PER;PER
mre;PER;PER;PER;PER;PER
,;;;;;
disait;;;;;
-;;;;;
lle;;;;;
quand;;;;;
la;;;;;
mre;;;;;
Nan-;;;;;
"
";;;;;
nette;;;;;
la;;;;;
grondait;;;;;
de;;;;;
ee;;;;;
quelle;;;;;
voulait;;;;;
tout;;;;;
faire;;;;;
,;;;;;
"
";;;;;
vous;;;;;
avez;;;;;
eu;;;;;
piti6;;;;;
de;;;;;
moi;;;;;
quand;;;;;
jtais;;;;;
"petite;.vous";;.vous;;;
"
";;;;;
maver;;;;;
soignee;;;;;
eomme;;;;;
si;;;;;
jeusse;;;;;
et6;;;;;
votre;;;;;
propre;;;;;
"
";;;;;
enfant;;;;;
:;;;;;
il;;;;;
est;;;;;
bien;;;;;
juste;;;;;
que;;;;;
j';;;;;
aie;;;;;
toute;;;;;
la;;;;;
peine;;;;;
,;;;;;
h;;;;;
"
";;;;;
present;;;;;
que;;;;;
je;;;;;
suis;;;;;
plus;;;;;
forte;;;;;
que;;;;;
vous;;;;;
.;;;;;
a;;;;;
"
";;;;;
Plusieurs;;;;;
des;;;;;
personnes;;;;;
a;;;;;
qui;;;;;
eanne;;;;;
vendait;;;;;
"
";;;;;
son;;;;;
beurre;;;;;
lui;;;;;
avaient;;;;;
offert;;;;;
de;;;;;
bons;;;;;
gages;;;;;
si;;;;;
elle;;;;;
"
";;;;;
voulait;;;;;
servir;;;;;
en;;;;;
ville;;;;;
";";;;;;
mais;;;;;
ellie;MISC;MISC;MISC;MISC;MISC
r6epondait;;;;;
toujours;;;;;
"
";;;;;
qu';;;;;
elle;;;;;
ne;;;;;
se;;;;;
resoudrait;;;;;
jamais;;;;;
h;;;;;
quitter;;;;;
la;;;;;
mbre;MISC;MISC;MISC;MISC;MISC
"
";MISC;MISC;MISC;MISC;MISC
Nannette;MISC;MISC;MISC;MISC;MISC
.;;;;;
Quand;;;;;
ellelui;LOC;LOC;LOC;LOC;LOC
racontait;;;;;
cela;;;;;
,;;;;;
cette;;;;;
excel-;;;;;
"
";;;;;
leite;;;;;
femme;;;;;
lui;;;;;
disait;;;;;
:;;;;;
"
";;;;;
a;;;;;
Ma;MISC;MISC;MISC;MISC;MISC
fllle;MISC;MISC;MISC;MISC;MISC
si;;;;;
tu;;;;;
es;;;;;
jamais;;;;;
oblig6e;;;;;
d';;;;;
allar;;;;;
ches;;;;;
"
";;;;;
les;;;;;
autres;;;;;
,;;;;;
crois;;;;;
-moi;;;;;
,;;;;;
ne;;;;;
te;;;;;
place;;;;;
pas;;;;;
en;;;;;
ville;;;;;
";";;;;;
on;;;;;
"
";;;;;
5;;;;;
gaue;;;;;
plus;;;;;
dargenl;LOC;LOC;LOC;LOC;LOC
,;;;;;
e';PER;PER;PER;PER;PER
est;;;;;
vrai;;;;;
";";;;;;
mais;;;;;
aussi;;;;;
on;;;;;
y;;;;;
"
";;;;;
d6pense;;;;;
davantage;;;;;
,;;;;;
et;;;;;
les;;;;;
jeunes;;;;;
filles;;;;;
y;;;;;
ont;;;;;
bien;;;;;
"
";;;;;
du;;;;;
desagrement;;;;;
.;;;;;
nENANCB;;;;;
bDE;;;;;
JEANNE;;;;;
.;;;;;
"
";;;;;
ILn;PER;PER;PER;PER;PER
more;;;;;
Nannette;LOC;LOC;LOC;LOC;LOC
d6prissait;;;;;
peu;;;;;
 ;;;;;
peu;;;;;
,;;;;;
et;;;;;
"
";;;;;
leann;PER;PER;PER;PER;PER
n;;;;;
avait;;;;;
beaueoup;;;;;
de;;;;;
hagri;;;;;
.;;;;;
Blla;LOC;LOC;LOC;LOC;LOC
contasa;PER;PER;PER;PER;PER
"
";;;;;
peine;;;;;
 ;;;;;
M.;;;;;
l;;;;;
our6;;;;;
,;;;;;
en;;;;;
qui;;;;;
elle;;;;;
avait;;;;;
grande;;;;;
oon-;;;;;
"
";;;;;
l;;;;;
fianee;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
es;;;;;
eeui;;;;;
:;;;;;
"
";;;;;
en;;;;;
es;;;;;
oas;ORG;ORG;ORG;ORG;ORG
il;;;;;
faudrait;;;;;
voir;;;;;
le;;;;;
m6deein;;;;;
.;;;;;
"
";;;;;
-;;;;;
Oui;;;;;
,;;;;;
monsieur;;;;;
,;;;;;
elle;;;;;
est;;;;;
an;;;;;
grand;;;;;
danger;;;;;
,;;;;;
"
";;;;;
mais;;;;;
elle;;;;;
na;;;;;
s';;;;;
en;;;;;
doute;;;;;
pas;;;;;
.;;;;;
"J""ai";PER;PER;PER;PER;PER
fait;;;;;
entrer;;;;;
l';;;;;
autre;;;;;
"
";;;;;
jour;;;;;
,;;;;;
comme;;;;;
parhasard;PER;PER;PER;PER;PER
,;;;;;
le;;;;;
medecin;;;;;
qui;;;;;
etait;;;;;
venu;;;;;
];;;;;
"
";;;;;
asaigaer;;;;;
le;;;;;
marchal;;;;;
";";;;;;
il;;;;;
a;;;;;
caus6;;;;;
avee;;;;;
elle;;;;;
et;;;;;
l';;;;;
a;;;;;
bien;;;;;
];;;;;
"
 ";;;;;
examinee;;;;;
";";;;;;
quand;;;;;
il;;;;;
est;;;;;
sorti;;;;;
,;;;;;
je;;;;;
l';;;;;
ai;;;;;
suivi;;;;;
sans;;;;;
rien;;;;;
];;;;;
"
";;;;;
dire;;;;;
";";;;;;
il;;;;;
ma;;;;;
assur6;PER;PER;PER;PER;PER
quil;PER;PER;PER;PER;PER
n';;;;;
y;;;;;
avait;;;;;
rien;;;;;
a;;;;;
faire;;;;;
a;;;;;
la;;;;;
[;;;;;
"
";;;;;
mre;PER;PER;PER;PER;PER
Nannette;PER;PER;PER;PER;PER
,;;;;;
parceeque;LOC;LOC;LOC;LOC;LOC
cest;;;;;
un;;;;;
corps;;;;;
use6;;;;;
:;;;;;
il;;;;;
dit;;;;;
"
";;;;;
quelle;;;;;
pourra;;;;;
tainer;PER;PER;PER;PER;PER
enoore;PER;PER;PER;PER;PER
longtemps;;;;;
,;;;;;
et;;;;;
quelle;;;;;
"
";;;;;
s'6teindra;;;;;
sans;;;;;
aouffrir;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
-;;;;;
Jirai;;;;;
la;;;;;
voir;;;;;
.;;;;;
"
";;;;;
-;;;;;
Ohl;PER;PER;PER;PER;PER
oui;;;;;
,;;;;;
monsieur;;;;;
le;;;;;
cur6;ORG;ORG;ORG;ORG;ORG
,;;;;;
il;;;;;
fut;;;;;
y;;;;;
venir;;;;;
"
";;;;;
bien;;;;;
souvent;;;;;
";";;;;;
vos;;;;;
visites;;;;;
la;;;;;
soulageront;;;;;
plus;;;;;
que;;;;;
"
 ";;;;;
celles;;;;;
d';;;;;
un;;;;;
mdeein;;;;;
";";;;;;
vous;;;;;
lui;;;;;
parlerez;;;;;
du;;;;;
bon;;;;;
"
";;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
,;;;;;
et;;;;;
elle;;;;;
sera;;;;;
toute;;;;;
prete;;;;;
quand;;;;;
il;;;;;
lui;;;;;
plaira;;;;;
de;;;;;
"
";;;;;
l';;;;;
appeler;;;;;
h;;;;;
lui.s;;;;;
"
";;;;;
a;;;;;
mare;;;;;
Mannette;LOC;LOC;LOC;LOC;LOC
idsvant;LOC;LOC;LOC;LOC;LOC
dngarensement;LOC;LOC;LOC;LOC;LOC
malade;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
An;MISC;MISC;MISC;MISC;MISC
hout;MISC;MISC;MISC;MISC;MISC
de;MISC;MISC;MISC;MISC;MISC
dix-huit;MISC;MISC;MISC;MISC;MISC
mois;MISC;MISC;MISC;MISC;MISC
,;;;;;
la;;;;;
mre;;;;;
Nannette;LOC;LOC;LOC;LOC;LOC
"
";;;;;
6tait;;;;;
devenue;;;;;
si;;;;;
faible;;;;;
qu';;;;;
elle;;;;;
ne;;;;;
sortait;;;;;
plus;;;;;
de;;;;;
la;;;;;
"
 ";;;;;
maison;;;;;
.;;;;;
Comme;;;;;
elle;;;;;
ne;;;;;
se;;;;;
plaignait;;;;;
de;;;;;
rien;;;;;
,;;;;;
Jeanne;PER;PER;PER;PER;PER
"
";;;;;
];;;;;
ne;;;;;
lui;;;;;
disait;;;;;
pas;;;;;
eombien;;;;;
elle;;;;;
la;;;;;
trouvait;;;;;
malade;;;;;
,;;;;;
"
";;;;;
];;;;;
de;;;;;
peur;;;;;
de;;;;;
leffrayer;;;;;
";";;;;;
mais;;;;;
,;;;;;
quand;;;;;
elle;;;;;
allait;;;;;
voir;;;;;
"
";;;;;
Mme;PER;PER;PER;PER;PER
Dumont;PER;PER;PER;PER;PER
,;;;;;
ollo;PER;PER;PER;PER;PER
plourait;PER;PER;PER;PER;PER
a;;;;;
ehandes;;;;;
larmes;;;;;
,;;;;;
en;;;;;
"
";;;;;
];;;;;
disant;;;;;
qu';;;;;
elle;;;;;
voyait;;;;;
bien;;;;;
que;;;;;
sa;;;;;
chre;;;;;
mre;;;;;
Nan-;;;;;
"
";;;;;
nette;;;;;
ne;;;;;
passerait;;;;;
pas;;;;;
l';;;;;
hiver;;;;;
.;;;;;
PREMIRB;MISC;MISC;MISC;MISC;MISC
PARIIB;;;;;
.;;;;;
"
";;;;;
a;;;;;
Ne;MISC;MISC;MISC;MISC;MISC
te;MISC;MISC;MISC;MISC;MISC
d6sole;;;;;
pes;;;;;
trop;;;;;
,;;;;;
a;;;;;
petita;;;;;
Jeanne;PER;PER;PER;PER;PER
";";;;;;
nous;;;;;
"
";;;;;
ne;;;;;
tabandonnerons;;;;;
pas;;;;;
,;;;;;
lui;;;;;
disait;;;;;
lsaure;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
-Ile;;;;;
sais;;;;;
bien;;;;;
,;;;;;
mademoiselle;;;;;
,;;;;;
et;;;;;
je;;;;;
